uid,filename,bbox_count,bbox_id,x1,y1,x2,y2,occlusion,label,object_id,wordnet_sense,location,colour,on,above,below,next_to
63990eb6-b361-4eaf-ae52-586bd39c4087,2-3-2.jpg,10,0,486,255,549,353,none,lamp,50,lamp.n.02,hallway,['white'],[],[],[],[]
1e52bf08-b548-47ff-b1d1-771406a1b3b2,2-3-2.jpg,10,1,673,306,743,520,none,notice_board,54,board.n.05,hallway,['gray'],[],[],[],[30]
3793a3d9-db23-4f52-913f-a6d9efb5be8e,2-3-2.jpg,10,2,523,415,554,445,none,lamp,47,lamp.n.02,hallway,['white'],[],[],[],[]
ec42be01-c5b5-4930-adb0-079608f4bc3d,2-3-2.jpg,10,3,392,380,426,522,partial,door,27,door.n.01,hallway,['blue'],[35],[],[],[53]
9f516b2c-a366-4629-90a2-e670a4741c86,2-3-2.jpg,10,4,512,503,579,522,severe,window,83,window.n.01,hallway,['transparent'],[],[],[],[]
116bd418-6d32-4499-99c4-d1f03f60a37d,2-3-2.jpg,10,5,479,382,585,406,none,sign,71,sign.n.02,hallway,['white'],[],[],[],[]
37bc99d1-bfc5-41f5-8fb5-71a925910b2e,2-3-2.jpg,10,6,596,454,614,471,none,sign,67,sign.n.02,hallway,['red'],[],[],[],[]
77b91eb3-522c-4bcf-9847-5af76a84612f,2-3-2.jpg,10,7,532,462,554,483,none,lamp,48,lamp.n.02,hallway,['white'],[],[],[],[]
36cce536-0039-47d0-a71c-2b81a0f8fcd5,2-3-2.jpg,10,8,649,380,674,523,partial,door,30,door.n.01,hallway,['blue'],[],[],[],[54]
9141b032-c4a9-4197-a67a-07909bac2b57,2-3-2.jpg,10,9,431,433,455,521,partial,notice_board,53,board.n.05,hallway,['gray'],[],[],[],[27]
fbe6d6d8-8bfc-4cd2-a51a-25878efb46ef,3-0-0.jpg,13,0,289,0,420,181,partial,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
36511c28-ba6e-4dbe-ab5e-c5fe6c6b9651,3-0-0.jpg,13,1,416,96,432,121,partial,ball,7,ball.n.01,living room,['white'],[],[],[],[6]
5cc3df23-a9b2-4259-9bdc-13f52b188dbe,3-0-0.jpg,13,2,286,201,334,243,partial,shoes,63,shoe.n.01,living room,['gray'],[],[],[],"[26, 17]"
ddf40229-3e45-4f42-b935-1b8b96a37fc0,3-0-0.jpg,13,3,529,0,614,123,partial,chair,13,chair.n.01,living room,['blue'],[],[],[],[22]
09e3fc0d-37cf-4bb4-81cd-090f22962c88,3-0-0.jpg,13,4,491,11,660,111,partial,desk,22,desk.n.01,living room,['wooden'],"[1,62,87,89]",[81],[],[13]
a61c3223-b896-40a5-b650-b48635c8e5d9,3-0-0.jpg,13,5,588,70,768,168,partial,table,74,table.n.02,living room,['white'],"[38,80,10,75,19,59]",[],[],[]
49c42e82-ee3e-43f6-a6e6-808066704242,3-0-0.jpg,13,6,668,40,699,86,none,vase,80,vase.n.01,living room,['transparent'],[],[],[74],"[75, 19, 10, 59]"
f76fa499-3afc-4216-8b6e-b26695735472,3-0-0.jpg,13,7,607,73,652,100,none,headphones,38,headphones.n.01,living room,['black'],[],[],"[10, 74]",[10]
d54ea79a-08fc-4e6c-9888-2524fd1c435b,3-0-0.jpg,13,8,735,77,752,94,none,rubiks_cube,59,toy.n.01,living room,"['yellow', 'red', 'green', 'orange', 'blue', 'white']",[],[],[74],"[10, 80, 19]"
2493d91e-a6f4-427a-8b13-d8e867a7600b,3-0-0.jpg,13,9,637,77,685,94,partial,book,10,book.n.02,living room,['gray'],[38],[],[74],"[38, 80, 59]"
6b780216-bb2e-4dad-b653-9cd104658e58,3-0-0.jpg,13,10,718,67,739,83,none,cup,19,cup.n.01,living room,['white'],[],[],[74],"[59, 75, 80]"
4a3df888-a480-45de-b22f-a929f6f8919b,3-0-0.jpg,13,11,690,56,719,81,none,teapot,75,teapot.n.01,living room,['white'],[],[],[74],"[19, 80]"
da8eed59-507e-4459-aa54-9763debd07b3,3-0-0.jpg,13,12,506,4,519,22,none,apple,1,apple.n.01,living room,['red'],[],[],[22],[62]
ac98114e-6aa3-42df-9084-4ed971bf97c5,3-0-1.jpg,22,0,454,87,602,111,none,lamp,42,lamp.n.02,living room,['white'],[],[],[],[]
bff19914-d440-4efe-a294-d889f37087c0,3-0-1.jpg,22,1,317,111,427,451,none,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
0469d599-d63b-43c6-a54f-432e9704a744,3-0-1.jpg,22,2,554,162,619,282,partial,window,81,window.n.01,living room,['transparent'],[],[],[22],[85]
d0dd3a91-1d1d-419f-831b-37f769600fb4,3-0-1.jpg,22,3,441,162,510,285,none,window,85,window.n.01,living room,['transparent'],[],[],[],[81]
45091770-77bc-4c0e-801f-3a8f57556de7,3-0-1.jpg,22,4,704,89,743,113,partial,lamp,43,lamp.n.02,living room,['white'],[],[],[],[]
ebe9e5ea-4a31-4811-a83d-42920913e7d6,3-0-1.jpg,22,5,587,342,745,438,partial,table,74,table.n.02,living room,['white'],"[38,80,10,75,19,59]",[],[],[]
a6cf8ec2-5328-46a8-b7f9-b71a7d466487,3-0-1.jpg,22,6,499,296,648,382,partial,desk,22,desk.n.01,living room,['wooden'],"[1,62,87,89]",[81],[],[13]
de085b8a-40c8-41d0-9d5d-155d2b726637,3-0-1.jpg,22,7,535,271,611,390,partial,chair,13,chair.n.01,living room,['blue'],[],[],[],[22]
f7238c73-d42b-41a1-b8e1-21f9b865edbf,3-0-1.jpg,22,8,660,319,689,361,none,vase,80,vase.n.01,living room,['transparent'],[],[],[74],"[75, 19, 10, 59]"
df4d2b71-20cd-45c4-a9e3-bdfdc8e19440,3-0-1.jpg,22,9,607,348,651,375,none,headphones,38,headphones.n.01,living room,['black'],[],[],"[10, 74]",[10]
413a6313-1d37-425e-9048-a80b664230bc,3-0-1.jpg,22,10,385,74,404,119,partial,wine_bottle,88,wine-bottle.n.01,living room,['green'],[],[],"[17, 60]",[]
526e95d5-1e31-46a1-a8fc-cbe375dff0ac,3-0-1.jpg,22,11,425,364,437,392,partial,ball,7,ball.n.01,living room,['white'],[],[],[],[6]
3254807a-9779-4bab-9b88-91f9f1fa3b8c,3-0-1.jpg,22,12,391,197,414,232,severe,robot,58,robot.n.01,living room,['silver'],[],[],[79],[78]
fc95db3b-448f-4312-908b-00343af5ebd6,3-0-1.jpg,22,13,607,260,622,302,none,wine_bottle,87,wine-bottle.n.01,living room,['green'],[],[],[22],[89]
28a0c82f-e6be-4b10-b88e-174826532d82,3-0-1.jpg,22,14,607,265,620,299,none,wine_bottle,87,wine-bottle.n.01,living room,['green'],[],[],[22],[89]
0e29170c-7f33-465f-805a-76697f0171a2,3-0-1.jpg,22,15,617,272,635,300,none,wine_glass,89,wineglass.n.01,living room,['transparent'],[],[],[22],[87]
44e25834-7456-4697-b02a-3244daed197e,3-0-1.jpg,22,16,510,287,522,304,none,apple,1,apple.n.01,living room,['red'],[],[],[22],[62]
20689028-72e5-4480-b4c5-ce8cb30d5ad7,3-0-1.jpg,22,17,726,351,739,367,none,rubiks_cube,59,toy.n.01,living room,"['yellow', 'red', 'green', 'orange', 'blue', 'white']",[],[],[74],"[10, 80, 19]"
30f7796c-6837-457e-bab2-34a276be83d5,3-0-1.jpg,22,18,680,330,709,353,none,teapot,75,teapot.n.01,living room,['white'],[],[],[74],"[19, 80]"
db767fb2-6d95-4680-858a-cec4a7884b80,3-0-1.jpg,22,19,703,336,728,358,none,cup,19,cup.n.01,living room,['white'],[],[],[74],"[59, 75, 80]"
c34ca7b0-5870-41e5-ae28-d445fedfde50,3-0-1.jpg,22,20,297,464,334,510,partial,shoes,63,shoe.n.01,living room,['gray'],[],[],[],"[26, 17]"
6f36836f-807c-483b-b673-f89fed16e868,3-0-1.jpg,22,21,629,348,680,369,partial,book,10,book.n.02,living room,['gray'],[38],[],[74],"[38, 80, 59]"
8256196e-68d2-40e5-a900-938188c32a8a,3-0-2.jpg,11,0,412,227,643,257,none,lamp,49,lamp.n.02,living room,['white'],[],[],[],[]
f52f5a4c-9b96-49c9-bc0c-f32eab9c605b,3-0-2.jpg,11,1,461,358,600,374,none,lamp,42,lamp.n.02,living room,['white'],[],[],[],[]
5353d7ef-3b1a-4eea-bd22-6836e240d8cf,3-0-2.jpg,11,2,700,357,728,376,partial,lamp,43,lamp.n.02,living room,['white'],[],[],[],[]
2329e766-dd96-4775-ba6e-f43898446926,3-0-2.jpg,11,3,560,432,619,520,partial,window,81,window.n.01,living room,['transparent'],[],[],[22],[85]
9a53aa1a-97c3-405b-8e24-a4691e4da4a2,3-0-2.jpg,11,4,442,429,507,520,partial,window,85,window.n.01,living room,['transparent'],[],[],[],[81]
7b3203c2-3d17-45f3-a7fd-a00cee412fe7,3-0-2.jpg,11,5,310,377,432,520,partial,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
441cb89d-d9fd-4daa-8cd7-cfcc50b28577,3-0-2.jpg,11,6,745,166,827,213,none,sign,70,sign.n.02,hallway,['orange'],[],[],[],"[26, 55]"
f20c946e-4b84-4969-bff4-d38057b0d4e1,3-0-2.jpg,11,7,385,464,409,495,severe,robot,58,robot.n.01,living room,['silver'],[],[],[79],[78]
6482964d-577f-47ca-a2ce-17a5606e9ab6,3-0-2.jpg,11,8,391,341,412,389,partial,wine_bottle,88,wine-bottle.n.01,living room,['green'],[],[],"[17, 60]",[]
b6f79472-ef86-4ffa-a322-61c4f1271ba9,3-0-2.jpg,11,9,1033,131,1080,279,severe,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
6d112c97-6020-443e-a5d0-72f413f8a282,3-0-2.jpg,11,10,262,83,362,520,severe,door,26,door.n.01,living room,['blue'],"[36,3]",[],[],"[63, 70, 15, 3]"
6cb3927e-0ef3-4b48-bb0b-444aefee3b32,3-1-0.jpg,3,0,540,1,682,157,partial,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
98b3bd95-face-4d70-bac4-9f599ae81895,3-1-0.jpg,3,1,383,2,535,159,partial,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
2731e356-cd81-4e32-9909-d8d5b62e4dfb,3-1-0.jpg,3,2,46,0,285,58,severe,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
9a21ec87-78ad-4005-8fff-918353b05f1e,3-1-1.jpg,7,0,104,1,316,348,partial,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
c0777cd6-95f7-4f7a-bdae-cb4ab57c3ce2,3-1-1.jpg,7,1,393,109,536,457,none,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
b5570214-1e2c-4d66-8c6e-0a4192ddb03c,3-1-1.jpg,7,2,535,110,685,457,none,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
0888375b-9bfc-4b68-836e-6cfff9d3fcf0,3-1-1.jpg,7,3,541,221,562,289,none,door_handle,33,doorhandle.n.01,hallway,['blue'],[],[],[],[23]
f8b36782-381f-4adf-993e-98587190503a,3-1-1.jpg,7,4,506,56,554,86,none,sign,64,sign.n.02,hallway,['green'],[],[],"[23, 28]",[40]
ffc43cc1-124c-4406-bcfd-320f0fe4b508,3-1-1.jpg,7,5,612,187,635,205,none,sign,66,sign.n.02,hallway,['green'],[],[],[],[]
9d05af01-2f4f-40d1-85cc-f7155d478e79,3-1-1.jpg,7,6,711,155,726,208,none,sign,72,sign.n.02,hallway,['red'],[],[],[],[28]
58d9beec-1bcc-448f-a9cd-fa2158d491df,3-1-2.jpg,8,0,457,42,565,254,none,lamp,40,lamp.n.02,hallway,['white'],[],[],[],[64]
c6526e28-aeb0-45f5-a762-45cc7ec42a58,3-1-2.jpg,8,1,92,213,327,520,partial,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
01f7a86e-46d3-4d6b-96c9-07ff90273ce9,3-1-2.jpg,8,2,540,354,668,522,partial,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
c76237a0-11a9-40a5-9d7f-a8513ba14951,3-1-2.jpg,8,3,402,356,536,522,partial,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
c4cae28a-1600-4f7c-8fb2-1394ddf5f84c,3-1-2.jpg,8,4,506,306,556,331,none,sign,64,sign.n.02,hallway,['green'],[],[],"[23, 28]",[40]
9c7663ca-bee8-4b47-a1cd-43972a3d1e83,3-1-2.jpg,8,5,614,426,636,444,none,sign,66,sign.n.02,hallway,['green'],[],[],[],[]
f1941bcb-dbde-4fbc-a395-3df20b5f3eb6,3-1-2.jpg,8,6,708,392,727,448,none,sign,72,sign.n.02,hallway,['red'],[],[],[],[28]
dec778dd-003f-4210-a387-08aa14911e3f,3-1-2.jpg,8,7,543,462,564,522,partial,door_handle,33,doorhandle.n.01,hallway,['blue'],[],[],[],[23]
85b081ac-50f9-4588-8b34-d1ea3da3eb80,3-2-0.jpg,1,0,310,2,728,352,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
46b94b9f-b60b-48e1-94e5-20a142fb75cc,3-2-1.jpg,2,0,343,1,706,520,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
7a69a095-9b37-4be1-9e76-01816dc439ad,3-2-1.jpg,2,1,629,232,699,302,none,door_handle,32,doorhandle.n.01,hallway,['white'],[],[],[],[]
d5d037b1-18ea-4815-9972-8a59c40295a0,3-2-2.jpg,3,0,334,111,711,521,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
6e35791f-f244-47fe-b31a-253137374867,3-2-2.jpg,3,1,633,491,701,520,partial,door_handle,32,doorhandle.n.01,hallway,['white'],[],[],[],[]
0474f28f-9189-431b-83cb-a90c470856dd,3-2-2.jpg,3,2,712,244,781,289,none,sign,65,sign.n.02,hallway,['orange'],[],[],[],[24]
59f6464f-c901-49dc-83a3-8566f8ebca5c,3-3-0.jpg,2,0,721,0,823,207,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
50d718d3-4e0c-477d-9182-e399108a4340,3-3-0.jpg,2,1,169,0,300,271,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
9333a33b-4c81-4cf9-9f70-b38690ba9c3e,3-3-1.jpg,12,0,725,69,792,492,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
a5a55e31-15e0-4853-827a-20ac716da3a6,3-3-1.jpg,12,1,210,2,305,520,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
43945d1b-de7a-4962-993e-254dca83e7e6,3-3-1.jpg,12,2,495,143,531,182,none,lamp,50,lamp.n.02,hallway,['white'],[],[],[],[]
c37e0d8f-0f18-458a-b8c6-c54c025fac51,3-3-1.jpg,12,3,607,171,628,289,none,notice_board,54,board.n.05,hallway,['gray'],[],[],[],[30]
0484f016-f95d-454d-88e2-79ccc7df88ce,3-3-1.jpg,12,4,498,267,548,301,none,window,83,window.n.01,hallway,['transparent'],[],[],[],[]
396bda74-89ce-4304-bd74-ad799973590e,3-3-1.jpg,12,5,507,209,528,227,none,lamp,47,lamp.n.02,hallway,['white'],[],[],[],[]
3d736433-3796-43e6-903c-54ad4a8caf8d,3-3-1.jpg,12,6,284,269,305,309,none,door_handle,34,doorhandle.n.01,hallway,['white'],[],[],[],[]
6ed47f7c-d402-4800-b888-b1670885ba24,3-3-1.jpg,12,7,315,152,332,182,none,sign,68,sign.n.02,hallway,['orange'],[],[],[],[25]
6e39133b-46dc-4fe4-9048-218bc914cff6,3-3-1.jpg,12,8,560,229,573,243,none,sign,67,sign.n.02,hallway,['red'],[],[],[],[]
34c39b57-9cbe-4689-b483-fe7bffccef2b,3-3-1.jpg,12,9,482,190,553,208,none,sign,71,sign.n.02,hallway,['white'],[],[],[],[]
02cc24a7-7b8b-4e24-91db-211255e92efa,3-3-1.jpg,12,10,512,236,529,248,none,lamp,48,lamp.n.02,hallway,['white'],[],[],[],[]
c2d549cc-519c-42a4-bfc0-fc44e71c933c,3-3-1.jpg,12,11,792,44,823,97,none,sign,69,sign.n.02,hallway,['orange'],[],[],[],[29]
11ba89fb-4927-4531-8aac-c1109e860112,3-3-2.jpg,8,0,448,83,548,277,none,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
17231318-ea20-4010-b227-c053412f2f90,3-3-2.jpg,8,1,719,330,801,521,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
508aedb2-22e6-4428-be17-19d937fa6ebe,3-3-2.jpg,8,2,200,225,326,521,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
8eb1608e-e382-484b-b353-a2b9b90a17b3,3-3-2.jpg,8,3,497,394,534,436,none,lamp,50,lamp.n.02,hallway,['white'],[],[],[],[]
840ae1c3-9739-4e51-81f8-27f42a7fed50,3-3-2.jpg,8,4,776,312,802,356,none,sign,69,sign.n.02,hallway,['orange'],[],[],[],[29]
66ad8500-3214-47a8-815d-6946d5ddb4b4,3-3-2.jpg,8,5,315,408,336,431,none,sign,68,sign.n.02,hallway,['orange'],[],[],[],[25]
70a254fe-7ceb-492b-9e9b-59629a620c79,3-3-2.jpg,8,6,562,485,575,499,none,sign,67,sign.n.02,hallway,['red'],[],[],[],[]
1da303b8-3d28-45dd-a5ec-d80dd87e3d1e,3-3-2.jpg,8,7,484,446,554,465,none,sign,71,sign.n.02,hallway,['white'],[],[],[],[]
bf979b73-c7e3-4f0d-adf6-d999b018ab35,4-0-0.jpg,19,0,0,22,41,99,severe,vase,79,vase.n.01,living room,['transparent'],[],[58],[],[57]
3426f7e9-936d-42dc-9070-1abc5c1abe6c,4-0-0.jpg,19,1,456,15,478,32,none,rubiks_cube,62,toy.n.01,living room,"['yellow', 'white', 'red', 'green', 'blue', 'orange']",[],[],[22],[1]
cc4ae8be-f3fe-4f9c-8aac-8244f5c8ace9,4-0-0.jpg,19,2,421,12,438,34,none,apple,1,apple.n.01,living room,['red'],[],[],[22],[62]
9c6f1874-539d-49af-90b8-c863f43ce9f3,4-0-0.jpg,19,3,603,0,622,28,partial,wine_bottle,87,wine-bottle.n.01,living room,['green'],[],[],[22],[89]
d3ed341f-4070-45c7-b45c-3f75f5a4da41,4-0-0.jpg,19,4,625,1,646,29,partial,wine_glass,89,wineglass.n.01,living room,['transparent'],[],[],[22],[87]
67127473-6969-4f36-b54b-47d0a61a57ce,4-0-0.jpg,19,5,787,133,845,177,partial,teapot,75,teapot.n.01,living room,['white'],[],[],[74],"[19, 80]"
2ff2c264-6b28-4f11-9c21-b474a0020bd2,4-0-0.jpg,19,6,844,155,895,186,none,cup,19,cup.n.01,living room,['white'],[],[],[74],"[59, 75, 80]"
42100fe8-782c-486f-be30-7fcce0b1653f,4-0-0.jpg,19,7,944,220,989,259,none,rubiks_cube,59,toy.n.01,living room,"['yellow', 'red', 'green', 'orange', 'blue', 'white']",[],[],[74],"[10, 80, 19]"
bda2360d-9d03-4c3c-b1d5-ac22f61f03a0,4-0-0.jpg,19,8,621,213,738,273,none,headphones,38,headphones.n.01,living room,['black'],[],[],"[10, 74]",[10]
7ac1061f-b28d-41fc-9845-17fb271376eb,4-0-0.jpg,19,9,638,198,810,271,partial,book,10,book.n.02,living room,['gray'],[38],[],[74],"[38, 80, 59]"
a7d8590b-51c0-4aac-b98c-58ec30c39ca9,4-0-0.jpg,19,10,757,114,827,212,none,vase,80,vase.n.01,living room,['transparent'],[],[],[74],"[75, 19, 10, 59]"
acfeec47-dd37-4fa0-8cc6-bca6b7ed2d33,4-0-0.jpg,19,11,815,2,890,150,partial,robot,56,robot.n.01,living room,['white'],[],[],[],[]
c1c6214b-a6be-48fd-a5d1-af26a38429d8,4-0-0.jpg,19,12,937,58,1080,252,partial,sofa,18,sofa.n.01,living room,['brown'],"[2,76]",[52],[],[73]
327a62e4-90bd-49fe-87cc-3358d2f315c4,4-0-0.jpg,19,13,562,155,1080,421,partial,table,74,table.n.02,living room,['white'],"[38,80,10,75,19,59]",[],[],[]
fa5976e4-d73e-40fc-ba49-0e4f2a5b8310,4-0-0.jpg,19,14,234,177,278,219,none,ball,7,ball.n.01,living room,['white'],[],[],[],[6]
bcc695f2-9257-495b-9e2d-5c69d9f33ba8,4-0-0.jpg,19,15,176,244,210,297,severe,shoes,63,shoe.n.01,living room,['gray'],[],[],[],"[26, 17]"
dd5585c3-4c1b-4d8b-85ba-26047f152634,4-0-0.jpg,19,16,0,2,206,518,partial,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
d51105ae-9e19-46a5-9c1c-c886300b1bf4,4-0-0.jpg,19,17,398,19,685,188,partial,desk,22,desk.n.01,living room,['wooden'],"[1,62,87,89]",[81],[],[13]
1826ac11-5d6a-48f6-9a5e-3fb6e67824ea,4-0-0.jpg,19,18,471,0,610,206,partial,chair,13,chair.n.01,living room,['blue'],[],[],[],[22]
09e2dead-b4be-4e46-959c-760eff9ab0c9,4-0-1.jpg,23,0,764,0,1003,23,partial,lamp,43,lamp.n.02,living room,['white'],[],[],[],[]
31bb3809-2aa0-4d7a-aa87-43175ce459f9,4-0-1.jpg,23,1,343,0,585,11,severe,lamp,42,lamp.n.02,living room,['white'],[],[],[],[]
8b24f53e-6698-4010-b76f-28b93746d6ca,4-0-1.jpg,23,2,0,106,129,195,partial,robot,58,robot.n.01,living room,['silver'],[],[],[79],[78]
68a01978-a42a-4383-9073-2db019e6b109,4-0-1.jpg,23,3,0,34,15,68,severe,trophy,78,trophy.n.02,living room,['silver'],[],[60],[57],[58]
f9e6d430-5e35-48fa-9c99-d799e42e88fa,4-0-1.jpg,23,4,29,275,86,378,none,vase,79,vase.n.01,living room,['transparent'],[],[58],[],[57]
620363f8-9251-4508-aea7-95ab845514b9,4-0-1.jpg,23,5,1,0,190,520,partial,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
5785469e-337b-42a5-9d8c-f345cdde426d,4-0-1.jpg,23,6,237,464,281,509,none,ball,7,ball.n.01,living room,['white'],[],[],[],[6]
779d0161-90a7-4c2e-877a-b3a282f41e72,4-0-1.jpg,23,7,348,126,435,293,none,window,85,window.n.01,living room,['transparent'],[],[],[],[81]
31c70b4c-7168-4c89-9170-cb00ccebdf9f,4-0-1.jpg,23,8,617,290,635,331,none,wine_glass,89,wineglass.n.01,living room,['transparent'],[],[],[22],[87]
09ff15cc-8657-494c-a8a9-23f6eb10590d,4-0-1.jpg,23,9,599,275,617,329,none,wine_bottle,87,wine-bottle.n.01,living room,['green'],[],[],[22],[89]
c1d79f0d-bfa9-45bd-8f47-2580657219d0,4-0-1.jpg,23,10,471,317,483,332,none,rubiks_cube,62,toy.n.01,living room,"['yellow', 'white', 'red', 'green', 'blue', 'orange']",[],[],[22],[1]
1ef947fc-e254-4438-a273-dddec8aa9ede,4-0-1.jpg,23,11,435,316,452,335,none,apple,1,apple.n.01,living room,['red'],[],[],[22],[62]
dd4bf9d7-5e8e-4ca9-82d1-232850cf8a94,4-0-1.jpg,23,12,523,131,603,292,none,window,81,window.n.01,living room,['transparent'],[],[],[22],[85]
beeb9b14-6602-472d-b9e8-477e5ac982b8,4-0-1.jpg,23,13,835,443,888,477,none,cup,19,cup.n.01,living room,['white'],[],[],[74],"[59, 75, 80]"
ab4c5697-d6ec-4ccb-b49c-d1b2e1c8d88b,4-0-1.jpg,23,14,780,422,839,470,partial,teapot,75,teapot.n.01,living room,['white'],[],[],[74],"[19, 80]"
9554f551-19b0-4862-bc85-d0f4c926e96f,4-0-1.jpg,23,15,947,503,987,520,severe,rubiks_cube,59,toy.n.01,living room,"['yellow', 'red', 'green', 'orange', 'blue', 'white']",[],[],[74],"[10, 80, 19]"
ee421161-48c8-488f-9811-45270060dd62,4-0-1.jpg,23,16,929,319,1080,509,partial,sofa,18,sofa.n.01,living room,['brown'],"[2,76]",[52],[],[73]
05e2d726-db5c-4fdb-bcde-b6e9d1615c7c,4-0-1.jpg,23,17,634,492,807,520,partial,book,10,book.n.02,living room,['gray'],[38],[],[74],"[38, 80, 59]"
91514f80-2a2e-4123-bc90-f9db99ab3adc,4-0-1.jpg,23,18,755,405,820,503,none,vase,80,vase.n.01,living room,['transparent'],[],[],[74],"[75, 19, 10, 59]"
7b2ca2c0-7e17-46f9-b419-84da0c438d54,4-0-1.jpg,23,19,793,291,868,445,partial,robot,56,robot.n.01,living room,['white'],[],[],[],[]
c87159a8-7e05-4dc5-925d-d8aa2c2cb595,4-0-1.jpg,23,20,565,450,1023,523,partial,table,74,table.n.02,living room,['white'],"[38,80,10,75,19,59]",[],[],[]
e521dd84-dcc1-4973-8f6d-0f2152dbc355,4-0-1.jpg,23,21,411,324,677,478,partial,desk,22,desk.n.01,living room,['wooden'],"[1,62,87,89]",[81],[],[13]
0c80e807-afe9-4cea-aaca-cc0d79204a5b,4-0-1.jpg,23,22,467,281,607,496,partial,chair,13,chair.n.01,living room,['blue'],[],[],[],[22]
ef974963-22bb-48cd-86d0-5b4f711ca2b8,4-0-2.jpg,10,0,740,248,963,289,none,lamp,43,lamp.n.02,living room,['white'],[],[],[],[]
f7eba01d-3104-4821-ae2e-15c9bee4aef9,4-0-2.jpg,10,1,354,238,585,279,none,lamp,42,lamp.n.02,living room,['white'],[],[],[],[]
a086413c-386a-41b0-9beb-dfde77c66adc,4-0-2.jpg,10,2,1051,331,1080,454,severe,painting,52,decoration.n.01,living room,"['blue', 'yellow', 'black']",[],[],[18],[]
6b7ed8ba-e1d2-4a19-bb0d-7b7d7f170583,4-0-2.jpg,10,3,127,99,172,174,partial,wine_bottle,88,wine-bottle.n.01,living room,['green'],[],[],"[17, 60]",[]
2ba1bb36-e3e1-47ec-aa68-5963999a3d0b,4-0-2.jpg,10,4,520,382,602,521,partial,window,81,window.n.01,living room,['transparent'],[],[],[22],[85]
723a4022-0b45-4c4d-a352-cdd3bf8534d4,4-0-2.jpg,10,5,342,385,438,522,partial,window,85,window.n.01,living room,['transparent'],[],[],[],[81]
fd18bc40-b71d-4067-856c-cfa215929bf8,4-0-2.jpg,10,6,27,231,58,256,partial,rubiks_cube,60,toy.n.01,living room,"['white', 'yellow', 'red', 'blue', 'orange', 'green']",[],[88],[78],[]
ad0a09d9-adc3-4a69-9c6f-4df15e208ff5,4-0-2.jpg,10,7,0,283,53,370,partial,trophy,78,trophy.n.02,living room,['silver'],[],[60],[57],[58]
2c3eaa22-08c5-482a-be38-1078a6b1d238,4-0-2.jpg,10,8,6,331,150,447,none,robot,58,robot.n.01,living room,['silver'],[],[],[79],[78]
2aa3df19-9977-49a2-9e49-b0dd39e705c8,4-0-2.jpg,10,9,2,93,232,520,partial,bookshelf,17,bookshelf.n.01,living room,['white'],[88],[],[],"[6, 63]"
9b68df5c-f261-47f0-b152-4e915b80a86f,4-1-0.jpg,9,0,936,301,975,346,none,apple,0,apple.n.01,living room,['red'],[],[],[13],[]
5bac0d38-ddfb-419a-9e3c-dfc5ea702776,4-1-0.jpg,9,1,812,142,1080,516,partial,chair,15,chair.n.01,living room,['blue'],[0],[],[],"[26, 12]"
4256cee3-c565-4e70-9667-08df2df8cb0d,4-1-0.jpg,9,2,570,0,773,196,partial,chair,12,chair.n.01,living room,"['wooden', 'gray']",[],[],[],"[37, 15, 73]"
aa0239cd-b72c-4fbb-a149-32d3e8a92f45,4-1-0.jpg,9,3,474,137,704,305,none,ottoman,37,ottoman.n.04,living room,"['wooden', 'black']",[],[],[],[12]
fd3f8dfa-de53-46ca-ae6a-139ef879b1e8,4-1-0.jpg,9,4,332,0,440,114,partial,t-shirt,73,t-shirt.n.01,living room,['orange'],[],[51],[],"[18, 12, 2]"
ac9b418f-923f-4f17-84ef-7dd70173fb8f,4-1-0.jpg,9,5,192,128,271,156,none,bag,2,bag.n.04,living room,['blue'],[],[],[18],[73]
