uid,question,question_type,answer,object_ids,ambiguous,slot_values
5cc841f7-f340-4b1a-9488-97cf90343d18,Is there a box or a wine glass in the office?,disjunction_location,yes,"[[11], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a wine_glass', 'location': 'office'}"
481eeb87-b9bc-4c12-b866-16827cdd8ae6,Is there a teapot or a wine bottle in the office?,disjunction_location,yes,"[[], [86]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a teapot', 'entity2': 'a wine_bottle', 'location': 'office'}"
21003353-6cb8-4034-80f2-9ab46969a68b,Is there a box or a fruit bowl in the office?,disjunction_location,yes,"[[11], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a fruit_bowl', 'location': 'office'}"
0a87ed59-20fc-4027-aca7-0caa3b9ea5f8,Is there a bathtub or a vase in the living room?,disjunction_location,yes,"[[], [80, 79]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a vase', 'location': 'living room'}"
9106d81c-cb2f-49cf-a424-a8a2d63961cb,Is there a chair or an ottoman in the office?,disjunction_location,yes,"[[14, 16], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'an ottoman', 'location': 'office'}"
cb1d0cef-dafb-4c79-a71f-e4f62291c892,Is there a cup or a heater in the office?,disjunction_location,yes,"[[20], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a heater', 'location': 'office'}"
4da4d166-c180-4730-b56b-212989fd2243,Is there a mirror or a robot in the living room?,disjunction_location,yes,"[[], [58, 56, 57]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a mirror', 'entity2': 'a robot', 'location': 'living room'}"
39facd03-213b-45fd-aa95-3fe140f700c0,Is there a fish tank or a teapot in the living room?,disjunction_location,yes,"[[], [75]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a fish_tank', 'entity2': 'a teapot', 'location': 'living room'}"
dc809829-5957-400e-b5b8-bf04de08e912,Is there a rack or a window in the hallway?,disjunction_location,yes,"[[], [83]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a rack', 'entity2': 'a window', 'location': 'hallway'}"
bc7d4324-78c8-4449-9c4e-504539747bc8,Is there a bag or a water dispenser in the living room?,disjunction_location,yes,"[[2, 3, 6], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a water_dispenser', 'location': 'living room'}"
7f3bca9d-1654-4365-a208-69e326d157ba,Is there a kettle or a wine bottle in the living room?,disjunction_location,yes,"[[], [88, 87]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a kettle', 'entity2': 'a wine_bottle', 'location': 'living room'}"
730ee01a-4b13-42c6-aaf4-767465faaa70,Is there a box or a water dispenser in the office?,disjunction_location,yes,"[[11], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a water_dispenser', 'location': 'office'}"
8183239f-ce98-48f1-9353-cff34bb25f42,Is there a bed or a desk in the office?,disjunction_location,yes,"[[], [21]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a desk', 'location': 'office'}"
f11c7b3b-cf35-480c-94bd-cf8c2e111910,Is there a bathtub or a cup in the office?,disjunction_location,yes,"[[], [20]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a cup', 'location': 'office'}"
f5bbfbd0-e2cc-4c3d-a62d-90cebe08e607,Is there a cup or a plates in the office?,disjunction_location,yes,"[[20], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a plates', 'location': 'office'}"
96517826-8063-460e-ab29-d79e99e9ca11,Is there a chair or a dressing table in the living room?,disjunction_location,yes,"[[13, 15, 12], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'a dressing_table', 'location': 'living room'}"
5879d307-a19d-45e7-a7f6-11109a4cc2eb,Is there a lamp or a wardrobe cabinet in the office?,disjunction_location,yes,"[[45, 46], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a lamp', 'entity2': 'a wardrobe_cabinet', 'location': 'office'}"
c15e0f7d-b3fc-4f40-9a2c-b6780dd6eea4,Is there a painting or a teddy bear in the living room?,disjunction_location,yes,"[[51, 52], [76]]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a painting', 'entity2': 'a teddy_bear', 'location': 'living room'}"
723e4a9c-2500-4f22-8393-538e5ddad91f,Is there a robot or a utensil holder in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a robot', 'entity2': 'a utensil_holder', 'location': 'hallway'}"
f37ce9ea-33fa-4c09-b304-a4416ef58a31,Is there a bed or a sofa in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a sofa', 'location': 'office'}"
c2f76051-7a0a-4bf2-becb-5d7ccf01d9bb,Is there a headphones or a loudspeaker in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a headphones', 'entity2': 'a loudspeaker', 'location': 'office'}"
d0df0ac2-5d58-49fc-9b37-ee9f00735476,Is there a heater or a rug in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a heater', 'entity2': 'a rug', 'location': 'office'}"
98195da9-81bb-4dcc-8dc2-51608d3b1ff0,Is there a dishwasher or a food processor in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a dishwasher', 'entity2': 'a food_processor', 'location': 'office'}"
01d86685-cb2c-4e28-a1a5-11c5484fba27,Is there a kettle or a pan in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a kettle', 'entity2': 'a pan', 'location': 'office'}"
c7e06582-2f46-4bd6-b70d-03fa3c4ba0a1,Is there a table or a wardrobe cabinet in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a table', 'entity2': 'a wardrobe_cabinet', 'location': 'office'}"
85a20ea9-9178-49c7-85e0-0c6708fd65ed,Is there a bathtub or a wine glass in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a wine_glass', 'location': 'hallway'}"
7fc2af88-698b-42f9-92c0-644884d53f5a,Is there a dressing table or a table in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a dressing_table', 'entity2': 'a table', 'location': 'hallway'}"
e6144fde-44d7-4c03-81f5-d9bfdfb66041,Is there a fish tank or a vase in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a fish_tank', 'entity2': 'a vase', 'location': 'office'}"
8ea3460c-fe42-45a5-ad7e-9999ff994b20,Is there a range oven or a vacuum cleaner in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'office'}"
2c9573e2-0849-470f-a21a-1462b1ef4d7b,Is there a shower or a toilet in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a shower', 'entity2': 'a toilet', 'location': 'living room'}"
634c202d-f3c4-44ae-8f89-0b1586e9be4f,Is there a shower or a sink in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a shower', 'entity2': 'a sink', 'location': 'hallway'}"
e2721a9e-6d38-4ea0-b740-f919879d1269,Is there a vacuum cleaner or a washer in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a vacuum_cleaner', 'entity2': 'a washer', 'location': 'hallway'}"
53c25a4c-fc12-4d48-8c0c-7a281c50f409,Is there a range oven or a vacuum cleaner in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'hallway'}"
16cf6b61-56cf-4d66-91b4-1a9dcf712081,Is there a rubiks cube or a teddy bear in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a rubiks_cube', 'entity2': 'a teddy_bear', 'location': 'hallway'}"
8828245c-4467-4498-ba43-7b35ef504014,Is there a bathtub or a water dispenser in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a water_dispenser', 'location': 'office'}"
bd135571-bafc-4142-bb91-51d19d29a776,Is there a range oven or a vacuum cleaner in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'living room'}"
077ce6ef-0d9d-4007-8dd7-996c71e9a08c,Is there a sink or a toilet in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a sink', 'entity2': 'a toilet', 'location': 'living room'}"
f60e7286-a730-4752-a403-3ebe1ba28aca,Is there a bag or a box in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a box', 'location': 'hallway'}"
7c345b77-32e3-4090-bda3-cb5220e5b98c,Is there a pan or a teapot in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a pan', 'entity2': 'a teapot', 'location': 'office'}"
344f9ca4-d6a6-498c-9a05-61221021f6c2,Is there a bed or a tv stand in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a tv_stand', 'location': 'living room'}"
31630eea-5f83-49fb-b02c-95a922c2c390,Is there a food processor or a microwave in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a food_processor', 'entity2': 'a microwave', 'location': 'living room'}"
897857e1-1594-4bd6-bacc-33c3524ad8ba,Is there a chair or a wardrobe cabinet in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'a wardrobe_cabinet', 'location': 'hallway'}"
99438284-e121-4650-80e1-111ea9520dae,Is there a range oven or a washer in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a washer', 'location': 'office'}"
252f88d7-8265-46c2-bfc3-5b6110fc0430,Is there a bag or a water dispenser in the hallway?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a water_dispenser', 'location': 'hallway'}"
4e8526d3-912f-4eee-8a3c-4e6fec8f8c90,Is there a coffee machine or a range oven in the living room?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a coffee_machine', 'entity2': 'a range_oven', 'location': 'living room'}"
72cf817d-a97d-420b-8ad7-e1b264547d58,Is there a dresser or a sofa in the office?,disjunction_location,no,"[[], []]",False,"{'colour1': '', 'colour2': '', 'entity1': 'a dresser', 'entity2': 'a sofa', 'location': 'office'}"
0f5d7b5b-869b-4bdd-9e9b-4d6f7bfa35f4,Is there a bag in the office?,existence_location,yes,"[5, 4]",False,"{'colour': '', 'entity': 'a bag', 'location': 'office'}"
7a0e6e56-a50c-45c2-a7cb-4b7364d9b60e,Is there a ball in the office?,existence_location,yes,[8],False,"{'colour': '', 'entity': 'a ball', 'location': 'office'}"
e86ab8ca-6d2d-4f72-8033-c16d26179b7d,Is there a book in the office?,existence_location,yes,[9],False,"{'colour': '', 'entity': 'a book', 'location': 'office'}"
3a8b2f19-08a7-45e7-b6b0-493c682b942d,Is there a box in the office?,existence_location,yes,[11],False,"{'colour': '', 'entity': 'a box', 'location': 'office'}"
561c945d-223c-44aa-afc3-910ffa04e5a7,Is there a chair in the office?,existence_location,yes,"[14, 16]",False,"{'colour': '', 'entity': 'a chair', 'location': 'office'}"
a9d33751-258e-4d8f-b4d5-8253ce9a838a,Is there a cup in the office?,existence_location,yes,[20],False,"{'colour': '', 'entity': 'a cup', 'location': 'office'}"
56a7dce3-4d23-4ed7-bda7-21d97cfbc07b,Is there a desk in the office?,existence_location,yes,[21],False,"{'colour': '', 'entity': 'a desk', 'location': 'office'}"
7eae92e8-1362-4185-b84d-b85388dd6b10,Is there a door in the office?,existence_location,yes,[29],False,"{'colour': '', 'entity': 'a door', 'location': 'office'}"
6a7c3cd2-1101-43e4-ab14-78754458be4f,Is there a door handle in the office?,existence_location,yes,[31],False,"{'colour': '', 'entity': 'a door_handle', 'location': 'office'}"
92062bd6-121f-462b-b86c-553d9b07b5d5,Is there a jacket in the office?,existence_location,yes,[39],False,"{'colour': '', 'entity': 'a jacket', 'location': 'office'}"
91ac975d-3d1b-4357-9684-95822d1c6c3d,Is there a lamp in the office?,existence_location,yes,"[45, 46]",False,"{'colour': '', 'entity': 'a lamp', 'location': 'office'}"
66ba93a4-7cc0-4ee1-9ecc-6bb42c4df440,Is there a rubiks cube in the office?,existence_location,yes,[61],False,"{'colour': '', 'entity': 'a rubiks_cube', 'location': 'office'}"
544d1049-5b4d-49c7-8fae-087606fe06ee,Is there a teddy bear in the office?,existence_location,yes,[77],False,"{'colour': '', 'entity': 'a teddy_bear', 'location': 'office'}"
2dbe704e-dc20-4c4e-81fe-93065c80fdbb,Is there a window in the office?,existence_location,yes,"[82, 84]",False,"{'colour': '', 'entity': 'a window', 'location': 'office'}"
1264a917-2385-4016-b0e9-7b2b24f67829,Is there a wine bottle in the office?,existence_location,yes,[86],False,"{'colour': '', 'entity': 'a wine_bottle', 'location': 'office'}"
2f077905-bc64-40ea-a6e3-fbf3f2d77d48,Is there an apple in the living room?,existence_location,yes,"[1, 0]",False,"{'colour': '', 'entity': 'an apple', 'location': 'living room'}"
e2f8fa9f-adc2-4b09-b370-af50b1095300,Is there a bag in the living room?,existence_location,yes,"[2, 3, 6]",False,"{'colour': '', 'entity': 'a bag', 'location': 'living room'}"
74675041-8424-429c-80c0-be6d0c34a8c7,Is there a ball in the living room?,existence_location,yes,[7],False,"{'colour': '', 'entity': 'a ball', 'location': 'living room'}"
c03e4b02-64a9-455e-ae92-35722eff8a7e,Is there a book in the living room?,existence_location,yes,[10],False,"{'colour': '', 'entity': 'a book', 'location': 'living room'}"
691c5f47-220c-4086-a85c-ccc823bb2372,Is there a bookshelf in the living room?,existence_location,yes,[17],False,"{'colour': '', 'entity': 'a bookshelf', 'location': 'living room'}"
49fe5d69-73a9-4d3c-8614-6f0bafb1fce4,Is there a chair in the living room?,existence_location,yes,"[13, 15, 12]",False,"{'colour': '', 'entity': 'a chair', 'location': 'living room'}"
4e4552fa-b6c4-4f71-9400-f3e58e054fe2,Is there a cup in the living room?,existence_location,yes,[19],False,"{'colour': '', 'entity': 'a cup', 'location': 'living room'}"
c9fcf233-dc81-46c6-956d-9ffd877e3de4,Is there a desk in the living room?,existence_location,yes,[22],False,"{'colour': '', 'entity': 'a desk', 'location': 'living room'}"
d513d858-4d07-4624-b69a-54dc4c69edff,Is there a door in the living room?,existence_location,yes,[26],False,"{'colour': '', 'entity': 'a door', 'location': 'living room'}"
d54494d5-a02b-46c9-be07-e45f134eb771,Is there a door handle in the living room?,existence_location,yes,[36],False,"{'colour': '', 'entity': 'a door_handle', 'location': 'living room'}"
8753be83-64a3-4515-a8dc-f13914f42bd5,Is there a headphones in the living room?,existence_location,yes,[38],False,"{'colour': '', 'entity': 'a headphones', 'location': 'living room'}"
ec769de5-01d4-4938-a168-46e0b2f81f49,Is there a lamp in the living room?,existence_location,yes,"[42, 43, 49, 44]",False,"{'colour': '', 'entity': 'a lamp', 'location': 'living room'}"
cf81295e-bd0c-4717-93ae-39bda22e8157,Is there an ottoman in the living room?,existence_location,yes,[37],False,"{'colour': '', 'entity': 'an ottoman', 'location': 'living room'}"
b5bffb99-9b56-437b-b3c3-63d2250c3198,Is there a painting in the living room?,existence_location,yes,"[51, 52]",False,"{'colour': '', 'entity': 'a painting', 'location': 'living room'}"
e6aab649-e30a-4934-8f5b-aa2c4e141314,Is there a robot in the living room?,existence_location,yes,"[58, 56, 57]",False,"{'colour': '', 'entity': 'a robot', 'location': 'living room'}"
70299f82-960c-4550-b563-33e6ab3ba140,Is there a rubiks cube in the living room?,existence_location,yes,"[59, 62, 60]",False,"{'colour': '', 'entity': 'a rubiks_cube', 'location': 'living room'}"
95a67796-b536-4d9d-8d34-0f676d41941c,Is there a shoes in the living room?,existence_location,yes,[63],False,"{'colour': '', 'entity': 'a shoes', 'location': 'living room'}"
b7209785-9850-44aa-83c7-6a0103846ab1,Is there a sofa in the living room?,existence_location,yes,[18],False,"{'colour': '', 'entity': 'a sofa', 'location': 'living room'}"
3834cc6c-5fc2-4708-96f1-7d2c9b44fa7b,Is there a t-shirt in the living room?,existence_location,yes,[73],False,"{'colour': '', 'entity': 'a t-shirt', 'location': 'living room'}"
27779aa0-4474-4306-a297-8c8aee88c1b2,Is there a table in the living room?,existence_location,yes,[74],False,"{'colour': '', 'entity': 'a table', 'location': 'living room'}"
c5cf7f92-e63f-488b-b9d8-d139c2eca682,Is there a teapot in the living room?,existence_location,yes,[75],False,"{'colour': '', 'entity': 'a teapot', 'location': 'living room'}"
bb08b69f-8eed-42fe-8c76-8a7f033e503c,Is there a teddy bear in the living room?,existence_location,yes,[76],False,"{'colour': '', 'entity': 'a teddy_bear', 'location': 'living room'}"
a484899b-754f-48cb-b3a6-07982ab10158,Is there a trophy in the living room?,existence_location,yes,[78],False,"{'colour': '', 'entity': 'a trophy', 'location': 'living room'}"
d3962fc4-fc6f-4536-87b9-398d1696948d,Is there a vase in the living room?,existence_location,yes,"[80, 79]",False,"{'colour': '', 'entity': 'a vase', 'location': 'living room'}"
dd4772c3-49c1-4501-a843-3ac9b7ddcf97,Is there a window in the living room?,existence_location,yes,"[81, 85]",False,"{'colour': '', 'entity': 'a window', 'location': 'living room'}"
9667ddeb-8b2b-4b82-9261-ff4a0a015c1b,Is there a wine bottle in the living room?,existence_location,yes,"[88, 87]",False,"{'colour': '', 'entity': 'a wine_bottle', 'location': 'living room'}"
8d6bdf1f-0d23-4b8b-a07b-5b6abead1ca8,Is there a wine glass in the living room?,existence_location,yes,[89],False,"{'colour': '', 'entity': 'a wine_glass', 'location': 'living room'}"
4f6cdad5-524a-4dc0-87d1-81225ac308f2,Is there a door in the hallway?,existence_location,yes,"[25, 24, 28, 23, 27, 30]",False,"{'colour': '', 'entity': 'a door', 'location': 'hallway'}"
5e8aa8db-b7da-4e27-b86a-117f39c77ec6,Is there a door handle in the hallway?,existence_location,yes,"[34, 32, 33, 35]",False,"{'colour': '', 'entity': 'a door_handle', 'location': 'hallway'}"
1cf923a6-e6ee-43fe-98e9-4c7525d06b43,Is there a lamp in the hallway?,existence_location,yes,"[41, 40, 50, 47, 48]",False,"{'colour': '', 'entity': 'a lamp', 'location': 'hallway'}"
176ab557-ab11-423c-a6ee-57976484c557,Is there a notice board in the hallway?,existence_location,yes,"[55, 53, 54]",False,"{'colour': '', 'entity': 'a notice_board', 'location': 'hallway'}"
548929dd-7ca6-424a-8893-77558ef7c59a,Is there a sign in the hallway?,existence_location,yes,"[68, 69, 65, 64, 70, 66, 67, 71, 72]",False,"{'colour': '', 'entity': 'a sign', 'location': 'hallway'}"
247f0175-6097-4c90-96ad-11793971a047,Is there a window in the hallway?,existence_location,yes,[83],False,"{'colour': '', 'entity': 'a window', 'location': 'hallway'}"
6dc9acd4-470b-4fcb-bba5-2f8f62f7c23e,Is there a piano in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a piano', 'location': 'hallway'}"
95185fbf-d695-4ac8-9bf2-eb61002b8630,Is there a dishwasher in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a dishwasher', 'location': 'hallway'}"
b9b8cb8c-93d7-47d3-891a-147411b43b5c,Is there a mirror in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a mirror', 'location': 'hallway'}"
34f155c4-7dbf-43c9-99d3-c364dff0c1c2,Is there a wine glass in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a wine_glass', 'location': 'office'}"
356ed8b5-fe27-463b-aa5a-e29b0c5da854,Is there a utensil holder in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a utensil_holder', 'location': 'living room'}"
6e2c129f-6b32-429c-9180-1f960cd7980a,Is there a plates in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a plates', 'location': 'office'}"
ed542191-e948-455f-b4d9-9d41a4c0d19f,Is there a vacuum cleaner in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a vacuum_cleaner', 'location': 'hallway'}"
0d5edfb8-6ce2-4e4d-81a3-968856a35559,Is there a vase in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a vase', 'location': 'office'}"
c0e6c49e-6d3f-4013-a2a7-b9e8b2847f61,Is there a bag in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a bag', 'location': 'hallway'}"
02bfbdb8-64b3-4aec-8b0d-fe8aa7973fd9,Is there a sink in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a sink', 'location': 'hallway'}"
c1454f1a-fb65-4b27-81ae-6457789ff49d,Is there an ironing board in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'an ironing_board', 'location': 'office'}"
0c028449-1eb5-4d58-a426-07aa2345a547,Is there a rug in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a rug', 'location': 'living room'}"
72ac95ac-6422-4ca9-bcab-c042d3114643,Is there a fruit bowl in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a fruit_bowl', 'location': 'office'}"
24eea10f-fa77-45c7-9c63-46c755afcc45,Is there a dryer in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a dryer', 'location': 'living room'}"
f71c6f25-c9f5-4650-ab23-14e70e3eab31,Is there a notice board in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a notice_board', 'location': 'office'}"
342fd0e3-f461-412c-92f0-6ed00e34c6b7,Is there a range oven in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a range_oven', 'location': 'office'}"
c377aeb0-1bd3-4626-9221-4ba47902703f,Is there an ottoman in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'an ottoman', 'location': 'hallway'}"
ad527ebf-8304-4f87-b386-6622f8f1c24d,Is there a book in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a book', 'location': 'hallway'}"
5bc4ac9a-a377-4ef3-b39e-01ce8be8b1ac,Is there a toilet in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a toilet', 'location': 'hallway'}"
42759592-4558-4e7d-9c5d-2ebeb058af54,Is there a game console in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a game_console', 'location': 'office'}"
530b55cd-7e99-41a4-867e-875a7df7b712,Is there a kettle in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a kettle', 'location': 'living room'}"
6b8c00a2-f9b2-4422-bcb2-039babc726ce,Is there a heater in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a heater', 'location': 'office'}"
61a2c746-328e-4fae-9751-01d8ebfd5949,Is there a fireplace in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a fireplace', 'location': 'office'}"
44e69571-a7f9-423c-95e8-ae5044a565cb,Is there a dresser in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a dresser', 'location': 'office'}"
bfc547eb-3a90-42a6-9378-ff5fcc67eac3,Is there a refrigerator in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a refrigerator', 'location': 'office'}"
c2974b89-0b14-48fc-a475-d45496b3bb1e,Is there a tv stand in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a tv_stand', 'location': 'hallway'}"
952a5e75-19eb-4955-b61f-a62c298a168e,Is there a washer in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a washer', 'location': 'living room'}"
089582a4-cf59-40ea-a25e-568e10dc33c0,Is there a bathtub in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a bathtub', 'location': 'living room'}"
3c0fef91-ab39-495a-ada0-3e0a68c1730e,Is there a pan in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a pan', 'location': 'hallway'}"
be361483-e604-4514-87ef-2a1da575d87d,Is there a washer in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a washer', 'location': 'hallway'}"
e245b477-5815-4f45-8994-f43704778625,Is there a robot in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a robot', 'location': 'hallway'}"
61674878-a375-48f8-b4b8-2f02fccdfa08,Is there a mirror in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a mirror', 'location': 'living room'}"
6a1f9518-8194-49ad-9f8e-61b454fac607,Is there a coffee machine in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a coffee_machine', 'location': 'living room'}"
03cc7131-856b-43b2-8e98-a69a4f7aec71,Is there a refrigerator in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a refrigerator', 'location': 'living room'}"
0588c46c-6e48-4200-92fa-b792e7577d3a,Is there a bed in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a bed', 'location': 'office'}"
5ab5614b-a69a-49dd-88f1-931a52e2793d,Is there a tv stand in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a tv_stand', 'location': 'living room'}"
3f2fd78f-c196-4086-a15c-0d4fa519024c,Is there a toilet in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a toilet', 'location': 'office'}"
6060de3c-836b-47dc-aeb4-04fbf52ff81b,Is there a table in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a table', 'location': 'office'}"
274792b7-d480-46d2-91e9-25d5a3c10458,Is there a food processor in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a food_processor', 'location': 'living room'}"
3a4be50f-92f7-46ce-8ecb-00ced57e8651,Is there a towel rack in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a towel_rack', 'location': 'hallway'}"
4f4d6800-94b3-4d72-b378-7ad769a705a7,Is there a painting in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a painting', 'location': 'office'}"
797aa1f2-4c30-43b0-8b2f-65aa7e1dd128,Is there a rug in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a rug', 'location': 'hallway'}"
07482416-5f6d-4dca-bd44-120c18ff728c,Is there a dressing table in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a dressing_table', 'location': 'hallway'}"
0ab835a7-4d8b-4975-a79e-43e9974a5e98,Is there a towel rack in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a towel_rack', 'location': 'living room'}"
ffea1ce8-5176-4cae-a7c2-6cf4bc2eb67c,Is there a painting in the hallway?,existence_location,no,[],False,"{'colour': '', 'entity': 'a painting', 'location': 'hallway'}"
5949db9f-707f-4dfe-a9c3-2b2b6874f63f,Is there a shower in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a shower', 'location': 'office'}"
a59f5d1d-9309-43cd-bc51-2efc71a13e4d,Is there a plates in the living room?,existence_location,no,[],False,"{'colour': '', 'entity': 'a plates', 'location': 'living room'}"
bfe2ec33-28be-4f58-83b3-8d5381f430b0,Is there a microwave in the office?,existence_location,no,[],False,"{'colour': '', 'entity': 'a microwave', 'location': 'office'}"
951a6677-98cc-412a-be35-e5ce798d104a,How many bags are there in the office?,count_location,2,"[5, 4]",False,"{'colour': '', 'entity': 'bags', 'location': 'office'}"
