question,question_id,image
Is there a door in the hallway?,4f6cdad5-524a-4dc0-87d1-81225ac308f2,4f6cdad5-524a-4dc0-87d1-81225ac308f2_view.jpg
Is there a door handle in the hallway?,5e8aa8db-b7da-4e27-b86a-117f39c77ec6,5e8aa8db-b7da-4e27-b86a-117f39c77ec6_view.jpg
Is there a lamp in the hallway?,1cf923a6-e6ee-43fe-98e9-4c7525d06b43,1cf923a6-e6ee-43fe-98e9-4c7525d06b43_view.jpg
Is there a notice board in the hallway?,176ab557-ab11-423c-a6ee-57976484c557,176ab557-ab11-423c-a6ee-57976484c557_view.jpg
Is there a sign in the hallway?,548929dd-7ca6-424a-8893-77558ef7c59a,548929dd-7ca6-424a-8893-77558ef7c59a_view.jpg
Is there a window in the hallway?,247f0175-6097-4c90-96ad-11793971a047,247f0175-6097-4c90-96ad-11793971a047_view.jpg
Is there a piano in the hallway?,6dc9acd4-470b-4fcb-bba5-2f8f62f7c23e,6dc9acd4-470b-4fcb-bba5-2f8f62f7c23e_view.jpg
Is there a dishwasher in the hallway?,95185fbf-d695-4ac8-9bf2-eb61002b8630,95185fbf-d695-4ac8-9bf2-eb61002b8630_view.jpg
Is there a mirror in the hallway?,b9b8cb8c-93d7-47d3-891a-147411b43b5c,b9b8cb8c-93d7-47d3-891a-147411b43b5c_view.jpg
Is there a wine glass in the office?,34f155c4-7dbf-43c9-99d3-c364dff0c1c2,34f155c4-7dbf-43c9-99d3-c364dff0c1c2_view.jpg
Is there a utensil holder in the living room?,356ed8b5-fe27-463b-aa5a-e29b0c5da854,356ed8b5-fe27-463b-aa5a-e29b0c5da854_view.jpg
Is there a plates in the office?,6e2c129f-6b32-429c-9180-1f960cd7980a,6e2c129f-6b32-429c-9180-1f960cd7980a_view.jpg
Is there a vacuum cleaner in the hallway?,ed542191-e948-455f-b4d9-9d41a4c0d19f,ed542191-e948-455f-b4d9-9d41a4c0d19f_view.jpg
Is there a vase in the office?,0d5edfb8-6ce2-4e4d-81a3-968856a35559,0d5edfb8-6ce2-4e4d-81a3-968856a35559_view.jpg
Is there a bag in the hallway?,c0e6c49e-6d3f-4013-a2a7-b9e8b2847f61,c0e6c49e-6d3f-4013-a2a7-b9e8b2847f61_view.jpg
Is there a sink in the hallway?,02bfbdb8-64b3-4aec-8b0d-fe8aa7973fd9,02bfbdb8-64b3-4aec-8b0d-fe8aa7973fd9_view.jpg
Is there an ironing board in the office?,c1454f1a-fb65-4b27-81ae-6457789ff49d,c1454f1a-fb65-4b27-81ae-6457789ff49d_view.jpg
Is there a rug in the living room?,0c028449-1eb5-4d58-a426-07aa2345a547,0c028449-1eb5-4d58-a426-07aa2345a547_view.jpg
Is there a fruit bowl in the office?,72ac95ac-6422-4ca9-bcab-c042d3114643,72ac95ac-6422-4ca9-bcab-c042d3114643_view.jpg
Is there a dryer in the living room?,24eea10f-fa77-45c7-9c63-46c755afcc45,24eea10f-fa77-45c7-9c63-46c755afcc45_view.jpg
Is there a notice board in the office?,f71c6f25-c9f5-4650-ab23-14e70e3eab31,f71c6f25-c9f5-4650-ab23-14e70e3eab31_view.jpg
Is there a range oven in the office?,342fd0e3-f461-412c-92f0-6ed00e34c6b7,342fd0e3-f461-412c-92f0-6ed00e34c6b7_view.jpg
Is there an ottoman in the hallway?,c377aeb0-1bd3-4626-9221-4ba47902703f,c377aeb0-1bd3-4626-9221-4ba47902703f_view.jpg
Is there a book in the hallway?,ad527ebf-8304-4f87-b386-6622f8f1c24d,ad527ebf-8304-4f87-b386-6622f8f1c24d_view.jpg
Is there a toilet in the hallway?,5bc4ac9a-a377-4ef3-b39e-01ce8be8b1ac,5bc4ac9a-a377-4ef3-b39e-01ce8be8b1ac_view.jpg
Is there a game console in the office?,42759592-4558-4e7d-9c5d-2ebeb058af54,42759592-4558-4e7d-9c5d-2ebeb058af54_view.jpg
Is there a kettle in the living room?,530b55cd-7e99-41a4-867e-875a7df7b712,530b55cd-7e99-41a4-867e-875a7df7b712_view.jpg
Is there a heater in the office?,6b8c00a2-f9b2-4422-bcb2-039babc726ce,6b8c00a2-f9b2-4422-bcb2-039babc726ce_view.jpg
Is there a fireplace in the office?,61a2c746-328e-4fae-9751-01d8ebfd5949,61a2c746-328e-4fae-9751-01d8ebfd5949_view.jpg
Is there a dresser in the office?,44e69571-a7f9-423c-95e8-ae5044a565cb,44e69571-a7f9-423c-95e8-ae5044a565cb_view.jpg
Is there a refrigerator in the office?,bfc547eb-3a90-42a6-9378-ff5fcc67eac3,bfc547eb-3a90-42a6-9378-ff5fcc67eac3_view.jpg
Is there a tv stand in the hallway?,c2974b89-0b14-48fc-a475-d45496b3bb1e,c2974b89-0b14-48fc-a475-d45496b3bb1e_view.jpg
Is there a washer in the living room?,952a5e75-19eb-4955-b61f-a62c298a168e,952a5e75-19eb-4955-b61f-a62c298a168e_view.jpg
Is there a bathtub in the living room?,089582a4-cf59-40ea-a25e-568e10dc33c0,089582a4-cf59-40ea-a25e-568e10dc33c0_view.jpg
Is there a pan in the hallway?,3c0fef91-ab39-495a-ada0-3e0a68c1730e,3c0fef91-ab39-495a-ada0-3e0a68c1730e_view.jpg
Is there a washer in the hallway?,be361483-e604-4514-87ef-2a1da575d87d,be361483-e604-4514-87ef-2a1da575d87d_view.jpg
Is there a robot in the hallway?,e245b477-5815-4f45-8994-f43704778625,e245b477-5815-4f45-8994-f43704778625_view.jpg
Is there a mirror in the living room?,61674878-a375-48f8-b4b8-2f02fccdfa08,61674878-a375-48f8-b4b8-2f02fccdfa08_view.jpg
Is there a coffee machine in the living room?,6a1f9518-8194-49ad-9f8e-61b454fac607,6a1f9518-8194-49ad-9f8e-61b454fac607_view.jpg
Is there a refrigerator in the living room?,03cc7131-856b-43b2-8e98-a69a4f7aec71,03cc7131-856b-43b2-8e98-a69a4f7aec71_view.jpg
Is there a bed in the office?,0588c46c-6e48-4200-92fa-b792e7577d3a,0588c46c-6e48-4200-92fa-b792e7577d3a_view.jpg
Is there a tv stand in the living room?,5ab5614b-a69a-49dd-88f1-931a52e2793d,5ab5614b-a69a-49dd-88f1-931a52e2793d_view.jpg
Is there a toilet in the office?,3f2fd78f-c196-4086-a15c-0d4fa519024c,3f2fd78f-c196-4086-a15c-0d4fa519024c_view.jpg
Is there a table in the office?,6060de3c-836b-47dc-aeb4-04fbf52ff81b,6060de3c-836b-47dc-aeb4-04fbf52ff81b_view.jpg
Is there a food processor in the living room?,274792b7-d480-46d2-91e9-25d5a3c10458,274792b7-d480-46d2-91e9-25d5a3c10458_view.jpg
Is there a towel rack in the hallway?,3a4be50f-92f7-46ce-8ecb-00ced57e8651,3a4be50f-92f7-46ce-8ecb-00ced57e8651_view.jpg
Is there a painting in the office?,4f4d6800-94b3-4d72-b378-7ad769a705a7,4f4d6800-94b3-4d72-b378-7ad769a705a7_view.jpg
Is there a rug in the hallway?,797aa1f2-4c30-43b0-8b2f-65aa7e1dd128,797aa1f2-4c30-43b0-8b2f-65aa7e1dd128_view.jpg
Is there a dressing table in the hallway?,07482416-5f6d-4dca-bd44-120c18ff728c,07482416-5f6d-4dca-bd44-120c18ff728c_view.jpg
Is there a towel rack in the living room?,0ab835a7-4d8b-4975-a79e-43e9974a5e98,0ab835a7-4d8b-4975-a79e-43e9974a5e98_view.jpg
Is there a painting in the hallway?,ffea1ce8-5176-4cae-a7c2-6cf4bc2eb67c,ffea1ce8-5176-4cae-a7c2-6cf4bc2eb67c_view.jpg
Is there a shower in the office?,5949db9f-707f-4dfe-a9c3-2b2b6874f63f,5949db9f-707f-4dfe-a9c3-2b2b6874f63f_view.jpg
Is there a plates in the living room?,a59f5d1d-9309-43cd-bc51-2efc71a13e4d,a59f5d1d-9309-43cd-bc51-2efc71a13e4d_view.jpg
Is there a microwave in the office?,bfe2ec33-28be-4f58-83b3-8d5381f430b0,bfe2ec33-28be-4f58-83b3-8d5381f430b0_view.jpg
How many bags are there in the office?,951a6677-98cc-412a-be35-e5ce798d104a,951a6677-98cc-412a-be35-e5ce798d104a_view.jpg
How many balls are there in the office?,6c997a64-c223-42e7-b84d-320e8cf323e8,6c997a64-c223-42e7-b84d-320e8cf323e8_view.jpg
How many books are there in the office?,d899a598-72f7-4c88-a72c-0e6dac0dd6f5,d899a598-72f7-4c88-a72c-0e6dac0dd6f5_view.jpg
How many boxes are there in the office?,485f50b6-fa12-4b40-b2e7-f2414b4ca875,485f50b6-fa12-4b40-b2e7-f2414b4ca875_view.jpg
How many chairs are there in the office?,2c32f4ed-4f55-4494-abf2-71c2dc9f3b1f,2c32f4ed-4f55-4494-abf2-71c2dc9f3b1f_view.jpg
How many cups are there in the office?,350157c5-d369-4c7c-86f1-dc90e87cd239,350157c5-d369-4c7c-86f1-dc90e87cd239_view.jpg
How many desks are there in the office?,e117d777-1291-463a-bb5a-88cf5fa3daee,e117d777-1291-463a-bb5a-88cf5fa3daee_view.jpg
How many doors are there in the office?,17177c87-ab6c-4578-9cd7-26dc2fa73253,17177c87-ab6c-4578-9cd7-26dc2fa73253_view.jpg
How many door handles are there in the office?,86e36717-417e-4046-baa2-d8cde78ea9a4,86e36717-417e-4046-baa2-d8cde78ea9a4_view.jpg
How many jackets are there in the office?,8c3e382f-c32f-4bfe-978c-52c43d8b3175,8c3e382f-c32f-4bfe-978c-52c43d8b3175_view.jpg
How many lamps are there in the office?,d4253fd3-58e9-4a8b-8893-a7ca81ed13c1,d4253fd3-58e9-4a8b-8893-a7ca81ed13c1_view.jpg
How many rubiks cubes are there in the office?,789a7a64-90d4-4522-a9ac-4317e951b99b,789a7a64-90d4-4522-a9ac-4317e951b99b_view.jpg
How many teddy bears are there in the office?,c5262fe6-ad5c-41b7-965d-da0027ef2151,c5262fe6-ad5c-41b7-965d-da0027ef2151_view.jpg
How many windows are there in the office?,4d1b58f8-f8e8-460d-8268-30a102a36e81,4d1b58f8-f8e8-460d-8268-30a102a36e81_view.jpg
How many wine bottles are there in the office?,494cd53f-ebcb-4f50-bbf7-703f473986ee,494cd53f-ebcb-4f50-bbf7-703f473986ee_view.jpg
How many apples are there in the living room?,62ff121f-fbb7-4722-b0dd-fb918c3523a0,62ff121f-fbb7-4722-b0dd-fb918c3523a0_view.jpg
How many bags are there in the living room?,f0cd39b4-a287-4fed-b190-77d9e196f462,f0cd39b4-a287-4fed-b190-77d9e196f462_view.jpg
How many balls are there in the living room?,2cfbc5c1-96cf-4643-a199-77e614e6aa8a,2cfbc5c1-96cf-4643-a199-77e614e6aa8a_view.jpg
How many books are there in the living room?,b3a14b85-b133-4ae9-8ab9-b496512cebe4,b3a14b85-b133-4ae9-8ab9-b496512cebe4_view.jpg
How many bookshelves are there in the living room?,4fbf9bee-b2ec-45c8-9c05-3ac612138c30,4fbf9bee-b2ec-45c8-9c05-3ac612138c30_view.jpg
How many chairs are there in the living room?,c92f818b-15b5-4b9b-ada7-22264939497a,c92f818b-15b5-4b9b-ada7-22264939497a_view.jpg
How many cups are there in the living room?,ce65cd90-b87a-4471-8877-f2a597d5d2da,ce65cd90-b87a-4471-8877-f2a597d5d2da_view.jpg
How many desks are there in the living room?,ba533668-4213-4440-857c-9e2842723fed,ba533668-4213-4440-857c-9e2842723fed_view.jpg
How many doors are there in the living room?,ee1dddf7-59b2-4a99-bdb2-b4e307167017,ee1dddf7-59b2-4a99-bdb2-b4e307167017_view.jpg
How many door handles are there in the living room?,d31b3cdb-8aeb-413a-b695-2002f84bf794,d31b3cdb-8aeb-413a-b695-2002f84bf794_view.jpg
How many headphone are there in the living room?,4f0d26d3-9f45-4bfa-9ae8-9a8a69e55894,4f0d26d3-9f45-4bfa-9ae8-9a8a69e55894_view.jpg
How many lamps are there in the living room?,ef6403e5-c317-4108-976b-72e2e1adf7e1,ef6403e5-c317-4108-976b-72e2e1adf7e1_view.jpg
How many ottomans are there in the living room?,472189f2-b3f0-4fe5-9e09-54678b2df8bb,472189f2-b3f0-4fe5-9e09-54678b2df8bb_view.jpg
How many paintings are there in the living room?,02803ccd-915b-48e3-b3b3-2e05b72fa674,02803ccd-915b-48e3-b3b3-2e05b72fa674_view.jpg
How many robots are there in the living room?,f6dbe61b-3705-4daf-8296-46d30b368267,f6dbe61b-3705-4daf-8296-46d30b368267_view.jpg
How many rubiks cubes are there in the living room?,1f4cf8b5-dbd7-4b7c-b323-0dbfc528b311,1f4cf8b5-dbd7-4b7c-b323-0dbfc528b311_view.jpg
How many shoe are there in the living room?,b36bfe22-7c6e-494b-99dc-b2dde7e0e81b,b36bfe22-7c6e-494b-99dc-b2dde7e0e81b_view.jpg
How many sofas are there in the living room?,6d95a4a7-4afb-46d2-9888-09c4c23b08ea,6d95a4a7-4afb-46d2-9888-09c4c23b08ea_view.jpg
How many t-shirts are there in the living room?,e919d3bd-e60f-44b2-91ca-a5200b774f04,e919d3bd-e60f-44b2-91ca-a5200b774f04_view.jpg
How many tables are there in the living room?,3e6ffc67-0e1c-40d6-8710-d59a6d178fed,3e6ffc67-0e1c-40d6-8710-d59a6d178fed_view.jpg
How many teapots are there in the living room?,c029e9cf-1e81-4d85-ab9c-66830bb8fe12,c029e9cf-1e81-4d85-ab9c-66830bb8fe12_view.jpg
How many teddy bears are there in the living room?,12f545d1-c0b5-4b49-bd6c-80f267bddb8a,12f545d1-c0b5-4b49-bd6c-80f267bddb8a_view.jpg
How many trophies are there in the living room?,ae7c226b-df66-4887-b49a-466f83c7f7ef,ae7c226b-df66-4887-b49a-466f83c7f7ef_view.jpg
How many vases are there in the living room?,654c9ccc-bf77-4b34-b597-b342950bb3fb,654c9ccc-bf77-4b34-b597-b342950bb3fb_view.jpg
How many windows are there in the living room?,c4a543a6-6241-4b20-8b9e-2ea6a0ae03e1,c4a543a6-6241-4b20-8b9e-2ea6a0ae03e1_view.jpg
How many wine bottles are there in the living room?,6e82a330-8eb5-46e8-946c-887a92e42d23,6e82a330-8eb5-46e8-946c-887a92e42d23_view.jpg
How many wine glasses are there in the living room?,732d03cc-9978-46f9-a951-18ef04f68a7d,732d03cc-9978-46f9-a951-18ef04f68a7d_view.jpg
How many doors are there in the hallway?,84db96da-5984-44ac-9a3e-eb9d5dd33c5e,84db96da-5984-44ac-9a3e-eb9d5dd33c5e_view.jpg
How many door handles are there in the hallway?,ca92db18-a387-4f8e-af83-23e7270fbddb,ca92db18-a387-4f8e-af83-23e7270fbddb_view.jpg
How many lamps are there in the hallway?,589c7c37-9f71-4be3-939b-58b6877aea5b,589c7c37-9f71-4be3-939b-58b6877aea5b_view.jpg
How many notice boards are there in the hallway?,ec0c23f3-5961-4e32-9eb6-1690ff0d0c32,ec0c23f3-5961-4e32-9eb6-1690ff0d0c32_view.jpg
How many signs are there in the hallway?,d4cbb9b0-249c-498f-b2ac-9f5ab46f8be4,d4cbb9b0-249c-498f-b2ac-9f5ab46f8be4_view.jpg
How many windows are there in the hallway?,3550559c-76cc-45ec-b0fa-e68db396192b,3550559c-76cc-45ec-b0fa-e68db396192b_view.jpg
How many pianos are there in the hallway?,fc866a23-a010-4759-95fa-875e6fe0bbf6,fc866a23-a010-4759-95fa-875e6fe0bbf6_view.jpg
How many dishwashers are there in the hallway?,ee8a55d2-969f-4c48-981d-e7cc12b87d77,ee8a55d2-969f-4c48-981d-e7cc12b87d77_view.jpg
How many mirrors are there in the hallway?,22d152bd-cfc9-43f1-8630-3aa1a1eeb403,22d152bd-cfc9-43f1-8630-3aa1a1eeb403_view.jpg
How many wine glasses are there in the office?,2122256f-6ac2-4d97-a143-de3d10a4c53a,2122256f-6ac2-4d97-a143-de3d10a4c53a_view.jpg
How many utensil holders are there in the living room?,05dfcd33-bd2a-4b8a-8b5f-6fb7c0d6499e,05dfcd33-bd2a-4b8a-8b5f-6fb7c0d6499e_view.jpg
How many plate are there in the office?,e9fde35d-4ec5-4d7c-a66d-5097c84cd96d,e9fde35d-4ec5-4d7c-a66d-5097c84cd96d_view.jpg
How many vacuum cleaners are there in the hallway?,19c05d01-a8e6-421d-9aaf-3eabe4c69f34,19c05d01-a8e6-421d-9aaf-3eabe4c69f34_view.jpg
How many vases are there in the office?,318dfb8e-b2a6-41fe-91f7-39235e432560,318dfb8e-b2a6-41fe-91f7-39235e432560_view.jpg
How many bags are there in the hallway?,eb40065e-9d28-417c-ae23-078b5ed113b6,eb40065e-9d28-417c-ae23-078b5ed113b6_view.jpg
How many sinks are there in the hallway?,63621cd1-35a6-4260-866d-17997d3f68f0,63621cd1-35a6-4260-866d-17997d3f68f0_view.jpg
How many ironing boards are there in the office?,22a8aa82-9be6-4285-a0a8-f3cdbdab9a7d,22a8aa82-9be6-4285-a0a8-f3cdbdab9a7d_view.jpg
How many rugs are there in the living room?,edb81888-1597-4160-b987-af6533b7dfdf,edb81888-1597-4160-b987-af6533b7dfdf_view.jpg
How many fruit bowls are there in the office?,562c829b-13dd-4f64-b425-cf5bccaa79df,562c829b-13dd-4f64-b425-cf5bccaa79df_view.jpg
How many dryers are there in the living room?,18211d3b-b8c6-4d95-86b1-ede779919d03,18211d3b-b8c6-4d95-86b1-ede779919d03_view.jpg
How many notice boards are there in the office?,0a45a279-624b-4f20-9e54-db6dca67f386,0a45a279-624b-4f20-9e54-db6dca67f386_view.jpg
How many range ovens are there in the office?,a2fdd696-2cfa-48f5-a519-47061b8e8f0f,a2fdd696-2cfa-48f5-a519-47061b8e8f0f_view.jpg
How many ottomans are there in the hallway?,2d4727f0-619a-4f9e-81ae-63eff7b8dfbb,2d4727f0-619a-4f9e-81ae-63eff7b8dfbb_view.jpg
How many books are there in the hallway?,ed2ca0ed-a609-4529-8d17-75dbe1f1131d,ed2ca0ed-a609-4529-8d17-75dbe1f1131d_view.jpg
How many toilets are there in the hallway?,eaf52c2d-c3db-4dd6-aaff-15eeb1d99a93,eaf52c2d-c3db-4dd6-aaff-15eeb1d99a93_view.jpg
How many game consoles are there in the office?,208087ae-4441-4fde-8295-6116c430ef0b,208087ae-4441-4fde-8295-6116c430ef0b_view.jpg
How many kettles are there in the living room?,fbd5fcbb-1c1b-4ed9-8814-e79a660e5ec7,fbd5fcbb-1c1b-4ed9-8814-e79a660e5ec7_view.jpg
How many heaters are there in the office?,cbb11c08-3892-4435-8dd8-5bfc9fda8048,cbb11c08-3892-4435-8dd8-5bfc9fda8048_view.jpg
How many fireplaces are there in the office?,aa272568-abf8-4101-b935-8a22992ed1f8,aa272568-abf8-4101-b935-8a22992ed1f8_view.jpg
How many dressers are there in the office?,0ee2a2b7-322d-474e-b208-544a6275a2f0,0ee2a2b7-322d-474e-b208-544a6275a2f0_view.jpg
How many refrigerators are there in the office?,cd663bd7-85e5-46ff-9805-7c53e7569fa0,cd663bd7-85e5-46ff-9805-7c53e7569fa0_view.jpg
How many tv stands are there in the hallway?,5f874ed1-baa4-4d8f-aa34-15244ab756d7,5f874ed1-baa4-4d8f-aa34-15244ab756d7_view.jpg
How many washers are there in the living room?,32670293-2662-417a-9daa-aff4015be615,32670293-2662-417a-9daa-aff4015be615_view.jpg
How many bathtubs are there in the living room?,7df14df7-c2fc-4aa1-8d54-45e742a748fe,7df14df7-c2fc-4aa1-8d54-45e742a748fe_view.jpg
How many pans are there in the hallway?,b9a51012-09a0-4c36-981f-01e3913bb9f3,b9a51012-09a0-4c36-981f-01e3913bb9f3_view.jpg
How many washers are there in the hallway?,94d89449-1f8d-48fd-b727-bd4bb0db0ee0,94d89449-1f8d-48fd-b727-bd4bb0db0ee0_view.jpg
How many robots are there in the hallway?,5117d0ae-a255-4130-b4b3-acd8d8d2ad7d,5117d0ae-a255-4130-b4b3-acd8d8d2ad7d_view.jpg
How many mirrors are there in the living room?,1d76a0a1-2ee3-4b11-9b54-a9e0ef83fc34,1d76a0a1-2ee3-4b11-9b54-a9e0ef83fc34_view.jpg
How many coffee machines are there in the living room?,3f70918d-7c84-43d6-8198-0125fa121bb2,3f70918d-7c84-43d6-8198-0125fa121bb2_view.jpg
How many refrigerators are there in the living room?,90b190e1-6da9-4f23-925a-4a5c646cd4dd,90b190e1-6da9-4f23-925a-4a5c646cd4dd_view.jpg
How many beds are there in the office?,7eb76c19-5d53-445f-a16b-6ae93b7ecafd,7eb76c19-5d53-445f-a16b-6ae93b7ecafd_view.jpg
How many tv stands are there in the living room?,8f2f6d18-6cba-4fae-8048-659a6b073594,8f2f6d18-6cba-4fae-8048-659a6b073594_view.jpg
How many toilets are there in the office?,654fbb8a-254d-4a0c-bbb3-11fb549a02d2,654fbb8a-254d-4a0c-bbb3-11fb549a02d2_view.jpg
How many tables are there in the office?,98322883-5322-4ce3-b4f5-de4af73dd5ad,98322883-5322-4ce3-b4f5-de4af73dd5ad_view.jpg
How many food processors are there in the living room?,e07a94ad-0699-4c3c-b66d-33d090c352ce,e07a94ad-0699-4c3c-b66d-33d090c352ce_view.jpg
How many towel racks are there in the hallway?,4b9f4ef4-0fcb-48da-a1d9-0f2860083da6,4b9f4ef4-0fcb-48da-a1d9-0f2860083da6_view.jpg
How many paintings are there in the office?,a62347a1-c4ac-403b-b7c1-6d1910cabe32,a62347a1-c4ac-403b-b7c1-6d1910cabe32_view.jpg
How many rugs are there in the hallway?,c9f0310e-2c65-4184-a8b9-138b33bd2bad,c9f0310e-2c65-4184-a8b9-138b33bd2bad_view.jpg
How many dressing tables are there in the hallway?,5ae3e91a-7c46-403c-bbf4-7690f55642a5,5ae3e91a-7c46-403c-bbf4-7690f55642a5_view.jpg
How many towel racks are there in the living room?,a5537bae-1fa5-470a-8b7d-accbba023704,a5537bae-1fa5-470a-8b7d-accbba023704_view.jpg
How many paintings are there in the hallway?,d1c97d91-f07b-4b52-bd18-652ae1dc6b58,d1c97d91-f07b-4b52-bd18-652ae1dc6b58_view.jpg
How many showers are there in the office?,62212f74-0f72-4cf5-9b4d-0534115cc19c,62212f74-0f72-4cf5-9b4d-0534115cc19c_view.jpg
How many plate are there in the living room?,0b786b8d-57fc-4c36-b92d-1cbec3cd6509,0b786b8d-57fc-4c36-b92d-1cbec3cd6509_view.jpg
How many microwaves are there in the office?,944aa3e4-d25f-41b4-bba0-e21e84862a91,944aa3e4-d25f-41b4-bba0-e21e84862a91_view.jpg
What colour is the bag in the office?,ba85cbaa-69a7-4063-bce8-467f2c86f255,ba85cbaa-69a7-4063-bce8-467f2c86f255_view.jpg
What colour is the ball in the office?,87cabbdf-bb08-4641-83ff-2b17c7a2c3dc,87cabbdf-bb08-4641-83ff-2b17c7a2c3dc_view.jpg
What colour is the book in the office?,6a23eab6-6db6-48ac-92a3-9b4ee4930cfe,6a23eab6-6db6-48ac-92a3-9b4ee4930cfe_view.jpg
What colour is the box in the office?,f1a77e4b-2829-4317-b2ce-56df921bd4b3,f1a77e4b-2829-4317-b2ce-56df921bd4b3_view.jpg
What colour is the chair in the office?,0d7e61f6-17f5-46dc-be01-c765eac915a8,0d7e61f6-17f5-46dc-be01-c765eac915a8_view.jpg
What colour is the cup in the office?,8d00b4de-239a-4012-ba78-1e3bd60b6de5,8d00b4de-239a-4012-ba78-1e3bd60b6de5_view.jpg
What colour is the desk in the office?,6fadbc88-f943-472a-9fad-e95406dc718b,6fadbc88-f943-472a-9fad-e95406dc718b_view.jpg
What colour is the door in the office?,7f87ec93-5687-41b7-b713-e2501ff3b9f3,7f87ec93-5687-41b7-b713-e2501ff3b9f3_view.jpg
What colour is the door handle in the office?,6868c623-6cd7-4492-995a-79c94afaf6fc,6868c623-6cd7-4492-995a-79c94afaf6fc_view.jpg
What colour is the jacket in the office?,b4c7983d-78b5-4032-beb1-01efcda209f7,b4c7983d-78b5-4032-beb1-01efcda209f7_view.jpg
What colour is the lamp in the office?,57722f5a-a703-4d25-ac24-8630f9e42d6f,57722f5a-a703-4d25-ac24-8630f9e42d6f_view.jpg
What colour is the rubiks cube in the office?,a8981d4d-b908-4e69-a8f6-d1c82596ae5b,a8981d4d-b908-4e69-a8f6-d1c82596ae5b_view.jpg
What colour is the teddy bear in the office?,cbbbf9cd-622c-43ee-be4c-f81c41a9c418,cbbbf9cd-622c-43ee-be4c-f81c41a9c418_view.jpg
What colour is the window in the office?,9234f14b-99aa-48fd-9442-77d8fff9de31,9234f14b-99aa-48fd-9442-77d8fff9de31_view.jpg
What colour is the wine bottle in the office?,a2d5fe9f-f92b-42c2-a3c5-25ef86f231c2,a2d5fe9f-f92b-42c2-a3c5-25ef86f231c2_view.jpg
What colour is the apple in the living room?,f8ded915-1217-45ac-ba74-4ce22ebd86ab,f8ded915-1217-45ac-ba74-4ce22ebd86ab_view.jpg
What colour is the bag in the living room?,d2990d98-306d-4f1a-9778-cc78a695d12e,d2990d98-306d-4f1a-9778-cc78a695d12e_view.jpg
What colour is the ball in the living room?,e9bd990b-79e4-4483-81ee-ad30c5b64211,e9bd990b-79e4-4483-81ee-ad30c5b64211_view.jpg
What colour is the book in the living room?,c2b85fb9-196e-4cc2-8d06-8db0cf55d74e,c2b85fb9-196e-4cc2-8d06-8db0cf55d74e_view.jpg
What colour is the bookshelf in the living room?,18b37c3f-600a-4f04-9634-a97478d15c7e,18b37c3f-600a-4f04-9634-a97478d15c7e_view.jpg
What colour is the chair in the living room?,e04ad576-5571-4d6b-8828-7710529bcbe0,e04ad576-5571-4d6b-8828-7710529bcbe0_view.jpg
What colour is the cup in the living room?,82750e28-7605-4e9f-9f15-903bbf7b635a,82750e28-7605-4e9f-9f15-903bbf7b635a_view.jpg
What colour is the desk in the living room?,a7c80e8b-6a7d-423c-9dab-dabfea867f93,a7c80e8b-6a7d-423c-9dab-dabfea867f93_view.jpg
What colour is the door in the living room?,0d20cbea-cd1c-4249-b8b5-5f733eb901d6,0d20cbea-cd1c-4249-b8b5-5f733eb901d6_view.jpg
What colour is the door handle in the living room?,aa36e5b9-4cee-4401-9b19-bc6f0a3b2110,aa36e5b9-4cee-4401-9b19-bc6f0a3b2110_view.jpg
What colour is the headphones in the living room?,9fc53a1a-daf7-4842-9653-c1cbce3d991e,9fc53a1a-daf7-4842-9653-c1cbce3d991e_view.jpg
What colour is the lamp in the living room?,ab00ff7b-17c3-484b-9062-537f39e71b7a,ab00ff7b-17c3-484b-9062-537f39e71b7a_view.jpg
What colour is the ottoman in the living room?,9b9644ea-b277-4182-94c3-3d80767289c1,9b9644ea-b277-4182-94c3-3d80767289c1_view.jpg
What colour is the painting in the living room?,79e58bb0-2dc5-48ac-bd76-9f32d09232c3,79e58bb0-2dc5-48ac-bd76-9f32d09232c3_view.jpg
What colour is the robot in the living room?,0e72de4e-98b1-44b0-878a-7c18038d18ab,0e72de4e-98b1-44b0-878a-7c18038d18ab_view.jpg
What colour is the rubiks cube in the living room?,d2a6f73c-f6ab-4038-8f9b-126a7c613bc5,d2a6f73c-f6ab-4038-8f9b-126a7c613bc5_view.jpg
What colour is the shoes in the living room?,a3d0b4a4-086a-4994-9348-7721e27b2c57,a3d0b4a4-086a-4994-9348-7721e27b2c57_view.jpg
What colour is the sofa in the living room?,64845c60-f85d-4f65-963c-e207eb8f0bd3,64845c60-f85d-4f65-963c-e207eb8f0bd3_view.jpg
What colour is the t-shirt in the living room?,c6b84fd3-e2de-4ef2-a341-91fee354c422,c6b84fd3-e2de-4ef2-a341-91fee354c422_view.jpg
What colour is the table in the living room?,9da8e6c1-c841-4c35-952d-358bfa7d8377,9da8e6c1-c841-4c35-952d-358bfa7d8377_view.jpg
What colour is the teapot in the living room?,28181bfb-4c19-4b37-a097-51264f7d8d02,28181bfb-4c19-4b37-a097-51264f7d8d02_view.jpg
What colour is the teddy bear in the living room?,05c161e7-794f-4cc5-ac2e-43526bc055d0,05c161e7-794f-4cc5-ac2e-43526bc055d0_view.jpg
What colour is the trophy in the living room?,01f5771d-0a70-432c-a247-d22cee3f37a7,01f5771d-0a70-432c-a247-d22cee3f37a7_view.jpg
