question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin,kwargs
Is there a kettle and a teapot in the office?,conjunction_location,no,False,"[[], []]",[],59c369ef-ba0d-41e4-bc2f-76e47eb93947,template,"{'colour1': '', 'colour2': '', 'entity1': 'a kettle', 'entity2': 'a teapot', 'location': 'office'}"
Is there a rack and a towel rack in the office?,conjunction_location,no,False,"[[], []]",[],ebd8df0e-8c71-4083-b8c0-23f65ba28899,template,"{'colour1': '', 'colour2': '', 'entity1': 'a rack', 'entity2': 'a towel_rack', 'location': 'office'}"
Is there a dresser and a sofa in the office?,conjunction_location,no,False,"[[], []]",[],be3f9a44-e3d6-47f4-85fa-7e6348cfb714,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dresser', 'entity2': 'a sofa', 'location': 'office'}"
Is there a dressing table and a table in the living room?,conjunction_location,no,False,"[[], [74]]",[],6d16571a-ef41-4922-b6d9-952f3bd202dd,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dressing_table', 'entity2': 'a table', 'location': 'living room'}"
Is there an ottoman or a sofa in the living room?,disjunction_location,yes,False,"[[37], [18]]",[],61099678-9180-4eaf-9507-bc869815886a,template,"{'colour1': '', 'colour2': '', 'entity1': 'an ottoman', 'entity2': 'a sofa', 'location': 'living room'}"
Is there a fruit bowl or a wine bottle in the office?,disjunction_location,yes,False,"[[], [86]]",[],56a29f83-f192-4f6e-84aa-149df1ab6a86,template,"{'colour1': '', 'colour2': '', 'entity1': 'a fruit_bowl', 'entity2': 'a wine_bottle', 'location': 'office'}"
Is there a rug or a table in the living room?,disjunction_location,yes,False,"[[], [74]]",[],ba987c61-b502-4624-b084-529e4844e63e,template,"{'colour1': '', 'colour2': '', 'entity1': 'a rug', 'entity2': 'a table', 'location': 'living room'}"
Is there a table or a tv stand in the living room?,disjunction_location,yes,False,"[[74], []]",[],32107809-d4d1-4a73-96f4-f32d448f5f89,template,"{'colour1': '', 'colour2': '', 'entity1': 'a table', 'entity2': 'a tv_stand', 'location': 'living room'}"
Is there a fruit bowl or a teapot in the living room?,disjunction_location,yes,False,"[[], [75]]",[],aa4665f2-0cf3-4ea3-86ef-7fd4987152da,template,"{'colour1': '', 'colour2': '', 'entity1': 'a fruit_bowl', 'entity2': 'a teapot', 'location': 'living room'}"
Is there a cup or a fruit bowl in the office?,disjunction_location,yes,False,"[[20], []]",[],99884294-553c-41bc-a888-bd8b3aea97e3,template,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a fruit_bowl', 'location': 'office'}"
Is there a desk or a dresser in the living room?,disjunction_location,yes,False,"[[22], []]",[],3753a903-e132-4c66-9632-6e7565c0415e,template,"{'colour1': '', 'colour2': '', 'entity1': 'a desk', 'entity2': 'a dresser', 'location': 'living room'}"
Is there a desk or a lamp in the living room?,disjunction_location,yes,False,"[[22], [42, 43, 49, 44]]",[],598ced9c-d6b1-4d2b-8c17-0b6b62b0b917,template,"{'colour1': '', 'colour2': '', 'entity1': 'a desk', 'entity2': 'a lamp', 'location': 'living room'}"
Is there a cup or a wine glass in the living room?,disjunction_location,yes,False,"[[19], [89]]",[],3f3346dd-5477-4185-bf4f-da8f60733a8c,template,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a wine_glass', 'location': 'living room'}"
Is there a table or a wardrobe cabinet in the living room?,disjunction_location,yes,False,"[[74], []]",[],0d5705d1-bab5-4eaa-bd07-35380b8bba91,template,"{'colour1': '', 'colour2': '', 'entity1': 'a table', 'entity2': 'a wardrobe_cabinet', 'location': 'living room'}"
Is there a box or a wine glass in the office?,disjunction_location,yes,False,"[[11], []]",[],5cc841f7-f340-4b1a-9488-97cf90343d18,template,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a wine_glass', 'location': 'office'}"
Is there a teapot or a wine bottle in the office?,disjunction_location,yes,False,"[[], [86]]",[],481eeb87-b9bc-4c12-b866-16827cdd8ae6,template,"{'colour1': '', 'colour2': '', 'entity1': 'a teapot', 'entity2': 'a wine_bottle', 'location': 'office'}"
Is there a box or a fruit bowl in the office?,disjunction_location,yes,False,"[[11], []]",[],21003353-6cb8-4034-80f2-9ab46969a68b,template,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a fruit_bowl', 'location': 'office'}"
Is there a bathtub or a vase in the living room?,disjunction_location,yes,False,"[[], [80, 79]]",[],0a87ed59-20fc-4027-aca7-0caa3b9ea5f8,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a vase', 'location': 'living room'}"
Is there a chair or an ottoman in the office?,disjunction_location,yes,False,"[[14, 16], []]",[],9106d81c-cb2f-49cf-a424-a8a2d63961cb,template,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'an ottoman', 'location': 'office'}"
Is there a cup or a heater in the office?,disjunction_location,yes,False,"[[20], []]",[],cb1d0cef-dafb-4c79-a71f-e4f62291c892,template,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a heater', 'location': 'office'}"
Is there a mirror or a robot in the living room?,disjunction_location,yes,False,"[[], [58, 56, 57]]",[],4da4d166-c180-4730-b56b-212989fd2243,template,"{'colour1': '', 'colour2': '', 'entity1': 'a mirror', 'entity2': 'a robot', 'location': 'living room'}"
Is there a fish tank or a teapot in the living room?,disjunction_location,yes,False,"[[], [75]]",[],39facd03-213b-45fd-aa95-3fe140f700c0,template,"{'colour1': '', 'colour2': '', 'entity1': 'a fish_tank', 'entity2': 'a teapot', 'location': 'living room'}"
Is there a rack or a window in the hallway?,disjunction_location,yes,False,"[[], [83]]",[],dc809829-5957-400e-b5b8-bf04de08e912,template,"{'colour1': '', 'colour2': '', 'entity1': 'a rack', 'entity2': 'a window', 'location': 'hallway'}"
Is there a bag or a water dispenser in the living room?,disjunction_location,yes,False,"[[2, 3, 6], []]",[],bc7d4324-78c8-4449-9c4e-504539747bc8,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a water_dispenser', 'location': 'living room'}"
Is there a kettle or a wine bottle in the living room?,disjunction_location,yes,False,"[[], [88, 87]]",[],7f3bca9d-1654-4365-a208-69e326d157ba,template,"{'colour1': '', 'colour2': '', 'entity1': 'a kettle', 'entity2': 'a wine_bottle', 'location': 'living room'}"
Is there a box or a water dispenser in the office?,disjunction_location,yes,False,"[[11], []]",[],730ee01a-4b13-42c6-aaf4-767465faaa70,template,"{'colour1': '', 'colour2': '', 'entity1': 'a box', 'entity2': 'a water_dispenser', 'location': 'office'}"
Is there a bed or a desk in the office?,disjunction_location,yes,False,"[[], [21]]",[],8183239f-ce98-48f1-9353-cff34bb25f42,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a desk', 'location': 'office'}"
Is there a bathtub or a cup in the office?,disjunction_location,yes,False,"[[], [20]]",[],f11c7b3b-cf35-480c-94bd-cf8c2e111910,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a cup', 'location': 'office'}"
Is there a cup or a plates in the office?,disjunction_location,yes,False,"[[20], []]",[],f5bbfbd0-e2cc-4c3d-a62d-90cebe08e607,template,"{'colour1': '', 'colour2': '', 'entity1': 'a cup', 'entity2': 'a plates', 'location': 'office'}"
Is there a chair or a dressing table in the living room?,disjunction_location,yes,False,"[[13, 15, 12], []]",[],96517826-8063-460e-ab29-d79e99e9ca11,template,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'a dressing_table', 'location': 'living room'}"
Is there a lamp or a wardrobe cabinet in the office?,disjunction_location,yes,False,"[[45, 46], []]",[],5879d307-a19d-45e7-a7f6-11109a4cc2eb,template,"{'colour1': '', 'colour2': '', 'entity1': 'a lamp', 'entity2': 'a wardrobe_cabinet', 'location': 'office'}"
Is there a painting or a teddy bear in the living room?,disjunction_location,yes,False,"[[51, 52], [76]]",[],c15e0f7d-b3fc-4f40-9a2c-b6780dd6eea4,template,"{'colour1': '', 'colour2': '', 'entity1': 'a painting', 'entity2': 'a teddy_bear', 'location': 'living room'}"
Is there a robot or a utensil holder in the hallway?,disjunction_location,no,False,"[[], []]",[],723e4a9c-2500-4f22-8393-538e5ddad91f,template,"{'colour1': '', 'colour2': '', 'entity1': 'a robot', 'entity2': 'a utensil_holder', 'location': 'hallway'}"
Is there a bed or a sofa in the office?,disjunction_location,no,False,"[[], []]",[],f37ce9ea-33fa-4c09-b304-a4416ef58a31,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a sofa', 'location': 'office'}"
Is there a headphones or a loudspeaker in the office?,disjunction_location,no,False,"[[], []]",[],c2f76051-7a0a-4bf2-becb-5d7ccf01d9bb,template,"{'colour1': '', 'colour2': '', 'entity1': 'a headphones', 'entity2': 'a loudspeaker', 'location': 'office'}"
Is there a heater or a rug in the office?,disjunction_location,no,False,"[[], []]",[],d0df0ac2-5d58-49fc-9b37-ee9f00735476,template,"{'colour1': '', 'colour2': '', 'entity1': 'a heater', 'entity2': 'a rug', 'location': 'office'}"
Is there a dishwasher or a food processor in the office?,disjunction_location,no,False,"[[], []]",[],98195da9-81bb-4dcc-8dc2-51608d3b1ff0,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dishwasher', 'entity2': 'a food_processor', 'location': 'office'}"
Is there a kettle or a pan in the office?,disjunction_location,no,False,"[[], []]",[],01d86685-cb2c-4e28-a1a5-11c5484fba27,template,"{'colour1': '', 'colour2': '', 'entity1': 'a kettle', 'entity2': 'a pan', 'location': 'office'}"
Is there a table or a wardrobe cabinet in the office?,disjunction_location,no,False,"[[], []]",[],c7e06582-2f46-4bd6-b70d-03fa3c4ba0a1,template,"{'colour1': '', 'colour2': '', 'entity1': 'a table', 'entity2': 'a wardrobe_cabinet', 'location': 'office'}"
Is there a bathtub or a wine glass in the hallway?,disjunction_location,no,False,"[[], []]",[],85a20ea9-9178-49c7-85e0-0c6708fd65ed,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a wine_glass', 'location': 'hallway'}"
Is there a dressing table or a table in the hallway?,disjunction_location,no,False,"[[], []]",[],7fc2af88-698b-42f9-92c0-644884d53f5a,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dressing_table', 'entity2': 'a table', 'location': 'hallway'}"
Is there a fish tank or a vase in the office?,disjunction_location,no,False,"[[], []]",[],e6144fde-44d7-4c03-81f5-d9bfdfb66041,template,"{'colour1': '', 'colour2': '', 'entity1': 'a fish_tank', 'entity2': 'a vase', 'location': 'office'}"
Is there a range oven or a vacuum cleaner in the office?,disjunction_location,no,False,"[[], []]",[],8ea3460c-fe42-45a5-ad7e-9999ff994b20,template,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'office'}"
Is there a shower or a toilet in the living room?,disjunction_location,no,False,"[[], []]",[],2c9573e2-0849-470f-a21a-1462b1ef4d7b,template,"{'colour1': '', 'colour2': '', 'entity1': 'a shower', 'entity2': 'a toilet', 'location': 'living room'}"
Is there a shower or a sink in the hallway?,disjunction_location,no,False,"[[], []]",[],634c202d-f3c4-44ae-8f89-0b1586e9be4f,template,"{'colour1': '', 'colour2': '', 'entity1': 'a shower', 'entity2': 'a sink', 'location': 'hallway'}"
Is there a vacuum cleaner or a washer in the hallway?,disjunction_location,no,False,"[[], []]",[],e2721a9e-6d38-4ea0-b740-f919879d1269,template,"{'colour1': '', 'colour2': '', 'entity1': 'a vacuum_cleaner', 'entity2': 'a washer', 'location': 'hallway'}"
Is there a range oven or a vacuum cleaner in the hallway?,disjunction_location,no,False,"[[], []]",[],53c25a4c-fc12-4d48-8c0c-7a281c50f409,template,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'hallway'}"
Is there a rubiks cube or a teddy bear in the hallway?,disjunction_location,no,False,"[[], []]",[],16cf6b61-56cf-4d66-91b4-1a9dcf712081,template,"{'colour1': '', 'colour2': '', 'entity1': 'a rubiks_cube', 'entity2': 'a teddy_bear', 'location': 'hallway'}"
Is there a bathtub or a water dispenser in the office?,disjunction_location,no,False,"[[], []]",[],8828245c-4467-4498-ba43-7b35ef504014,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a water_dispenser', 'location': 'office'}"
Is there a range oven or a vacuum cleaner in the living room?,disjunction_location,no,False,"[[], []]",[],bd135571-bafc-4142-bb91-51d19d29a776,template,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a vacuum_cleaner', 'location': 'living room'}"
Is there a sink or a toilet in the living room?,disjunction_location,no,False,"[[], []]",[],077ce6ef-0d9d-4007-8dd7-996c71e9a08c,template,"{'colour1': '', 'colour2': '', 'entity1': 'a sink', 'entity2': 'a toilet', 'location': 'living room'}"
Is there a bag or a box in the hallway?,disjunction_location,no,False,"[[], []]",[],f60e7286-a730-4752-a403-3ebe1ba28aca,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a box', 'location': 'hallway'}"
Is there a pan or a teapot in the office?,disjunction_location,no,False,"[[], []]",[],7c345b77-32e3-4090-bda3-cb5220e5b98c,template,"{'colour1': '', 'colour2': '', 'entity1': 'a pan', 'entity2': 'a teapot', 'location': 'office'}"
Is there a bed or a tv stand in the living room?,disjunction_location,no,False,"[[], []]",[],344f9ca4-d6a6-498c-9a05-61221021f6c2,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a tv_stand', 'location': 'living room'}"
Is there a food processor or a microwave in the living room?,disjunction_location,no,False,"[[], []]",[],31630eea-5f83-49fb-b02c-95a922c2c390,template,"{'colour1': '', 'colour2': '', 'entity1': 'a food_processor', 'entity2': 'a microwave', 'location': 'living room'}"
Is there a chair or a wardrobe cabinet in the hallway?,disjunction_location,no,False,"[[], []]",[],897857e1-1594-4bd6-bacc-33c3524ad8ba,template,"{'colour1': '', 'colour2': '', 'entity1': 'a chair', 'entity2': 'a wardrobe_cabinet', 'location': 'hallway'}"
Is there a range oven or a washer in the office?,disjunction_location,no,False,"[[], []]",[],99438284-e121-4650-80e1-111ea9520dae,template,"{'colour1': '', 'colour2': '', 'entity1': 'a range_oven', 'entity2': 'a washer', 'location': 'office'}"
Is there a bag or a water dispenser in the hallway?,disjunction_location,no,False,"[[], []]",[],252f88d7-8265-46c2-bfc3-5b6110fc0430,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bag', 'entity2': 'a water_dispenser', 'location': 'hallway'}"
Is there a coffee machine or a range oven in the living room?,disjunction_location,no,False,"[[], []]",[],4e8526d3-912f-4eee-8a3c-4e6fec8f8c90,template,"{'colour1': '', 'colour2': '', 'entity1': 'a coffee_machine', 'entity2': 'a range_oven', 'location': 'living room'}"
Is there a dresser or a sofa in the office?,disjunction_location,no,False,"[[], []]",[],72cf817d-a97d-420b-8ad7-e1b264547d58,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dresser', 'entity2': 'a sofa', 'location': 'office'}"
Is there a bag in the office?,existence_location,yes,False,"[5, 4]",[],0f5d7b5b-869b-4bdd-9e9b-4d6f7bfa35f4,template,"{'colour': '', 'entity': 'a bag', 'location': 'office'}"
Is there a ball in the office?,existence_location,yes,False,[8],[],7a0e6e56-a50c-45c2-a7cb-4b7364d9b60e,template,"{'colour': '', 'entity': 'a ball', 'location': 'office'}"
Is there a book in the office?,existence_location,yes,False,[9],[],e86ab8ca-6d2d-4f72-8033-c16d26179b7d,template,"{'colour': '', 'entity': 'a book', 'location': 'office'}"
Is there a box in the office?,existence_location,yes,False,[11],[],3a8b2f19-08a7-45e7-b6b0-493c682b942d,template,"{'colour': '', 'entity': 'a box', 'location': 'office'}"
Is there a chair in the office?,existence_location,yes,False,"[14, 16]",[],561c945d-223c-44aa-afc3-910ffa04e5a7,template,"{'colour': '', 'entity': 'a chair', 'location': 'office'}"
Is there a cup in the office?,existence_location,yes,False,[20],[],a9d33751-258e-4d8f-b4d5-8253ce9a838a,template,"{'colour': '', 'entity': 'a cup', 'location': 'office'}"
Is there a desk in the office?,existence_location,yes,False,[21],[],56a7dce3-4d23-4ed7-bda7-21d97cfbc07b,template,"{'colour': '', 'entity': 'a desk', 'location': 'office'}"
Is there a door in the office?,existence_location,yes,False,[29],[],7eae92e8-1362-4185-b84d-b85388dd6b10,template,"{'colour': '', 'entity': 'a door', 'location': 'office'}"
Is there a door handle in the office?,existence_location,yes,False,[31],[],6a7c3cd2-1101-43e4-ab14-78754458be4f,template,"{'colour': '', 'entity': 'a door_handle', 'location': 'office'}"
Is there a jacket in the office?,existence_location,yes,False,[39],[],92062bd6-121f-462b-b86c-553d9b07b5d5,template,"{'colour': '', 'entity': 'a jacket', 'location': 'office'}"
Is there a lamp in the office?,existence_location,yes,False,"[45, 46]",[],91ac975d-3d1b-4357-9684-95822d1c6c3d,template,"{'colour': '', 'entity': 'a lamp', 'location': 'office'}"
Is there a rubiks cube in the office?,existence_location,yes,False,[61],[],66ba93a4-7cc0-4ee1-9ecc-6bb42c4df440,template,"{'colour': '', 'entity': 'a rubiks_cube', 'location': 'office'}"
Is there a teddy bear in the office?,existence_location,yes,False,[77],[],544d1049-5b4d-49c7-8fae-087606fe06ee,template,"{'colour': '', 'entity': 'a teddy_bear', 'location': 'office'}"
Is there a window in the office?,existence_location,yes,False,"[82, 84]",[],2dbe704e-dc20-4c4e-81fe-93065c80fdbb,template,"{'colour': '', 'entity': 'a window', 'location': 'office'}"
Is there a wine bottle in the office?,existence_location,yes,False,[86],[],1264a917-2385-4016-b0e9-7b2b24f67829,template,"{'colour': '', 'entity': 'a wine_bottle', 'location': 'office'}"
Is there an apple in the living room?,existence_location,yes,False,"[1, 0]",[],2f077905-bc64-40ea-a6e3-fbf3f2d77d48,template,"{'colour': '', 'entity': 'an apple', 'location': 'living room'}"
Is there a bag in the living room?,existence_location,yes,False,"[2, 3, 6]",[],e2f8fa9f-adc2-4b09-b370-af50b1095300,template,"{'colour': '', 'entity': 'a bag', 'location': 'living room'}"
Is there a ball in the living room?,existence_location,yes,False,[7],[],74675041-8424-429c-80c0-be6d0c34a8c7,template,"{'colour': '', 'entity': 'a ball', 'location': 'living room'}"
Is there a book in the living room?,existence_location,yes,False,[10],[],c03e4b02-64a9-455e-ae92-35722eff8a7e,template,"{'colour': '', 'entity': 'a book', 'location': 'living room'}"
Is there a bookshelf in the living room?,existence_location,yes,False,[17],[],691c5f47-220c-4086-a85c-ccc823bb2372,template,"{'colour': '', 'entity': 'a bookshelf', 'location': 'living room'}"
Is there a chair in the living room?,existence_location,yes,False,"[13, 15, 12]",[],49fe5d69-73a9-4d3c-8614-6f0bafb1fce4,template,"{'colour': '', 'entity': 'a chair', 'location': 'living room'}"
Is there a cup in the living room?,existence_location,yes,False,[19],[],4e4552fa-b6c4-4f71-9400-f3e58e054fe2,template,"{'colour': '', 'entity': 'a cup', 'location': 'living room'}"
Is there a desk in the living room?,existence_location,yes,False,[22],[],c9fcf233-dc81-46c6-956d-9ffd877e3de4,template,"{'colour': '', 'entity': 'a desk', 'location': 'living room'}"
Is there a door in the living room?,existence_location,yes,False,[26],[],d513d858-4d07-4624-b69a-54dc4c69edff,template,"{'colour': '', 'entity': 'a door', 'location': 'living room'}"
Is there a door handle in the living room?,existence_location,yes,False,[36],[],d54494d5-a02b-46c9-be07-e45f134eb771,template,"{'colour': '', 'entity': 'a door_handle', 'location': 'living room'}"
Is there a headphones in the living room?,existence_location,yes,False,[38],[],8753be83-64a3-4515-a8dc-f13914f42bd5,template,"{'colour': '', 'entity': 'a headphones', 'location': 'living room'}"
Is there a lamp in the living room?,existence_location,yes,False,"[42, 43, 49, 44]",[],ec769de5-01d4-4938-a168-46e0b2f81f49,template,"{'colour': '', 'entity': 'a lamp', 'location': 'living room'}"
Is there an ottoman in the living room?,existence_location,yes,False,[37],[],cf81295e-bd0c-4717-93ae-39bda22e8157,template,"{'colour': '', 'entity': 'an ottoman', 'location': 'living room'}"
Is there a painting in the living room?,existence_location,yes,False,"[51, 52]",[],b5bffb99-9b56-437b-b3c3-63d2250c3198,template,"{'colour': '', 'entity': 'a painting', 'location': 'living room'}"
Is there a robot in the living room?,existence_location,yes,False,"[58, 56, 57]",[],e6aab649-e30a-4934-8f5b-aa2c4e141314,template,"{'colour': '', 'entity': 'a robot', 'location': 'living room'}"
Is there a rubiks cube in the living room?,existence_location,yes,False,"[59, 62, 60]",[],70299f82-960c-4550-b563-33e6ab3ba140,template,"{'colour': '', 'entity': 'a rubiks_cube', 'location': 'living room'}"
Is there a shoes in the living room?,existence_location,yes,False,[63],[],95a67796-b536-4d9d-8d34-0f676d41941c,template,"{'colour': '', 'entity': 'a shoes', 'location': 'living room'}"
Is there a sofa in the living room?,existence_location,yes,False,[18],[],b7209785-9850-44aa-83c7-6a0103846ab1,template,"{'colour': '', 'entity': 'a sofa', 'location': 'living room'}"
Is there a t-shirt in the living room?,existence_location,yes,False,[73],[],3834cc6c-5fc2-4708-96f1-7d2c9b44fa7b,template,"{'colour': '', 'entity': 'a t-shirt', 'location': 'living room'}"
Is there a table in the living room?,existence_location,yes,False,[74],[],27779aa0-4474-4306-a297-8c8aee88c1b2,template,"{'colour': '', 'entity': 'a table', 'location': 'living room'}"
Is there a teapot in the living room?,existence_location,yes,False,[75],[],c5cf7f92-e63f-488b-b9d8-d139c2eca682,template,"{'colour': '', 'entity': 'a teapot', 'location': 'living room'}"
Is there a teddy bear in the living room?,existence_location,yes,False,[76],[],bb08b69f-8eed-42fe-8c76-8a7f033e503c,template,"{'colour': '', 'entity': 'a teddy_bear', 'location': 'living room'}"
Is there a trophy in the living room?,existence_location,yes,False,[78],[],a484899b-754f-48cb-b3a6-07982ab10158,template,"{'colour': '', 'entity': 'a trophy', 'location': 'living room'}"
Is there a vase in the living room?,existence_location,yes,False,"[80, 79]",[],d3962fc4-fc6f-4536-87b9-398d1696948d,template,"{'colour': '', 'entity': 'a vase', 'location': 'living room'}"
Is there a window in the living room?,existence_location,yes,False,"[81, 85]",[],dd4772c3-49c1-4501-a843-3ac9b7ddcf97,template,"{'colour': '', 'entity': 'a window', 'location': 'living room'}"
Is there a wine bottle in the living room?,existence_location,yes,False,"[88, 87]",[],9667ddeb-8b2b-4b82-9261-ff4a0a015c1b,template,"{'colour': '', 'entity': 'a wine_bottle', 'location': 'living room'}"
Is there a wine glass in the living room?,existence_location,yes,False,[89],[],8d6bdf1f-0d23-4b8b-a07b-5b6abead1ca8,template,"{'colour': '', 'entity': 'a wine_glass', 'location': 'living room'}"
Is there a door in the hallway?,existence_location,yes,False,"[25, 24, 28, 23, 27, 30]",[],4f6cdad5-524a-4dc0-87d1-81225ac308f2,template,"{'colour': '', 'entity': 'a door', 'location': 'hallway'}"
Is there a door handle in the hallway?,existence_location,yes,False,"[34, 32, 33, 35]",[],5e8aa8db-b7da-4e27-b86a-117f39c77ec6,template,"{'colour': '', 'entity': 'a door_handle', 'location': 'hallway'}"
Is there a lamp in the hallway?,existence_location,yes,False,"[41, 40, 50, 47, 48]",[],1cf923a6-e6ee-43fe-98e9-4c7525d06b43,template,"{'colour': '', 'entity': 'a lamp', 'location': 'hallway'}"
Is there a notice board in the hallway?,existence_location,yes,False,"[55, 53, 54]",[],176ab557-ab11-423c-a6ee-57976484c557,template,"{'colour': '', 'entity': 'a notice_board', 'location': 'hallway'}"
Is there a sign in the hallway?,existence_location,yes,False,"[68, 69, 65, 64, 70, 66, 67, 71, 72]",[],548929dd-7ca6-424a-8893-77558ef7c59a,template,"{'colour': '', 'entity': 'a sign', 'location': 'hallway'}"
Is there a window in the hallway?,existence_location,yes,False,[83],[],247f0175-6097-4c90-96ad-11793971a047,template,"{'colour': '', 'entity': 'a window', 'location': 'hallway'}"
Is there a piano in the hallway?,existence_location,no,False,[],[],6dc9acd4-470b-4fcb-bba5-2f8f62f7c23e,template,"{'colour': '', 'entity': 'a piano', 'location': 'hallway'}"
Is there a dishwasher in the hallway?,existence_location,no,False,[],[],95185fbf-d695-4ac8-9bf2-eb61002b8630,template,"{'colour': '', 'entity': 'a dishwasher', 'location': 'hallway'}"
Is there a mirror in the hallway?,existence_location,no,False,[],[],b9b8cb8c-93d7-47d3-891a-147411b43b5c,template,"{'colour': '', 'entity': 'a mirror', 'location': 'hallway'}"
Is there a wine glass in the office?,existence_location,no,False,[],[],34f155c4-7dbf-43c9-99d3-c364dff0c1c2,template,"{'colour': '', 'entity': 'a wine_glass', 'location': 'office'}"
Is there a utensil holder in the living room?,existence_location,no,False,[],[],356ed8b5-fe27-463b-aa5a-e29b0c5da854,template,"{'colour': '', 'entity': 'a utensil_holder', 'location': 'living room'}"
Is there a plates in the office?,existence_location,no,False,[],[],6e2c129f-6b32-429c-9180-1f960cd7980a,template,"{'colour': '', 'entity': 'a plates', 'location': 'office'}"
Is there a vacuum cleaner in the hallway?,existence_location,no,False,[],[],ed542191-e948-455f-b4d9-9d41a4c0d19f,template,"{'colour': '', 'entity': 'a vacuum_cleaner', 'location': 'hallway'}"
Is there a vase in the office?,existence_location,no,False,[],[],0d5edfb8-6ce2-4e4d-81a3-968856a35559,template,"{'colour': '', 'entity': 'a vase', 'location': 'office'}"
Is there a bag in the hallway?,existence_location,no,False,[],[],c0e6c49e-6d3f-4013-a2a7-b9e8b2847f61,template,"{'colour': '', 'entity': 'a bag', 'location': 'hallway'}"
Is there a sink in the hallway?,existence_location,no,False,[],[],02bfbdb8-64b3-4aec-8b0d-fe8aa7973fd9,template,"{'colour': '', 'entity': 'a sink', 'location': 'hallway'}"
Is there an ironing board in the office?,existence_location,no,False,[],[],c1454f1a-fb65-4b27-81ae-6457789ff49d,template,"{'colour': '', 'entity': 'an ironing_board', 'location': 'office'}"
Is there a rug in the living room?,existence_location,no,False,[],[],0c028449-1eb5-4d58-a426-07aa2345a547,template,"{'colour': '', 'entity': 'a rug', 'location': 'living room'}"
Is there a fruit bowl in the office?,existence_location,no,False,[],[],72ac95ac-6422-4ca9-bcab-c042d3114643,template,"{'colour': '', 'entity': 'a fruit_bowl', 'location': 'office'}"
Is there a dryer in the living room?,existence_location,no,False,[],[],24eea10f-fa77-45c7-9c63-46c755afcc45,template,"{'colour': '', 'entity': 'a dryer', 'location': 'living room'}"
Is there a notice board in the office?,existence_location,no,False,[],[],f71c6f25-c9f5-4650-ab23-14e70e3eab31,template,"{'colour': '', 'entity': 'a notice_board', 'location': 'office'}"
Is there a range oven in the office?,existence_location,no,False,[],[],342fd0e3-f461-412c-92f0-6ed00e34c6b7,template,"{'colour': '', 'entity': 'a range_oven', 'location': 'office'}"
Is there an ottoman in the hallway?,existence_location,no,False,[],[],c377aeb0-1bd3-4626-9221-4ba47902703f,template,"{'colour': '', 'entity': 'an ottoman', 'location': 'hallway'}"
Is there a book in the hallway?,existence_location,no,False,[],[],ad527ebf-8304-4f87-b386-6622f8f1c24d,template,"{'colour': '', 'entity': 'a book', 'location': 'hallway'}"
Is there a toilet in the hallway?,existence_location,no,False,[],[],5bc4ac9a-a377-4ef3-b39e-01ce8be8b1ac,template,"{'colour': '', 'entity': 'a toilet', 'location': 'hallway'}"
Is there a game console in the office?,existence_location,no,False,[],[],42759592-4558-4e7d-9c5d-2ebeb058af54,template,"{'colour': '', 'entity': 'a game_console', 'location': 'office'}"
Is there a kettle in the living room?,existence_location,no,False,[],[],530b55cd-7e99-41a4-867e-875a7df7b712,template,"{'colour': '', 'entity': 'a kettle', 'location': 'living room'}"
Is there a heater in the office?,existence_location,no,False,[],[],6b8c00a2-f9b2-4422-bcb2-039babc726ce,template,"{'colour': '', 'entity': 'a heater', 'location': 'office'}"
